codigo_dane,departamento,municipio,subregion,habitantes,temperatura_promedio,altura,gentilicio,bandera_url,alcalde,correo_alcalde
13030,Bolívar,Altos del Rosario,,,,,,,JUAN CARLOS ROMO PÉREZ,contactenos@altosdelrosario-bolivar.gov.co
13042,Bolívar,Arenal,,,,,,,RAMON ZAYAS FONSECA,alcaldia@arenal-bolivar.gov.co
13052,Bolívar,Arjona,,,,,,,GUSTAVO ADOLFO PÉREZ GIRALDO,alcaldia@arjona-bolivar.gov.co
13062,Bolívar,Arroyohondo,,,,,,,ZULEIVIS DEL CARMEN CORONEL CANTILLO,alcaldia@arroyohondo-bolivar.gov.co
13074,Bolívar,Barranco de Loba,,,,,,,HENRIQUE BALLESTEROS PEINADO,alcaldia@barrancodeloba-bolivar.gov.co
13140,Bolívar,Calamar,,,,,,,YELITZA EMPERATRIZ CASTELLAR RUIZ,alcaldia@calamar-bolivar.gov.co
13160,Bolívar,Cantagallo,,,,,,,OMAR DEVANYS ESPARRAGOZA PONCE,contactenos@cantagallo-bolivar.gov.co
13188,Bolívar,Cicuco,,,,,,,VLADIMIR STALIN GRANADOS HURTADO,alcaldia@cicuco-bolivar.gov.co
13222,Bolívar,Clemencia,,,,,,,MIGUEL SAMIR BARRIOS,alcaldia@clemencia-bolivar.gov.co
13212,Bolívar,Córdoba,,,,,,,CARLOS ANDRÉS ÁLVAREZ TAMARA,contactenos@cordoba-bolivar.gov.co
13244,Bolívar,El Carmen de Bolívar,,,,,,,PEDRO JOSÉ VÁSQUEZ DIAZ,contactenos@elcarmen-bolivar.gov.co
13248,Bolívar,El Guamo,,,,,,,JAVIER EDUARDO ANGULO ROMERO,contactenos@elguamo-bolivar.gov.co
13268,Bolívar,El Peñón,,,,,,,LUIS ALBERTO CENTENO OLIVARES,contactenos@elpenon-bolivar.gov.co
13300,Bolívar,Hatillo de Loba,,,,,,,ROBINSO FERNANDEZ ASTORGA,contactenos@hatillodeloba-bolivar.gov.co
13430,Bolívar,Magangué,,,,,,,PEDRO MANUEL ALI ALI,alcaldia@magangue-bolivar.gov.co
13433,Bolívar,Mahates,,,,,,,AGUSTIN TERCERO PALOMINO AGAMEZ,contactenos@mahates-bolivar.gov.co
13440,Bolívar,Margarita,,,,,,,VALENTINA BELLO LOBO,alcaldia@margarita-bolivar.gov.co
13442,Bolívar,María La Baja,,,,,,,RAMIRO GONZÁLEZ MANCILLA,alcaldia@marialabaja-bolivar.gov.co
13468,Bolívar,Mompós,,,,,,,JUAN NICOLAS SINNING CIODARO,alcaldia@santacruzdemompos-bolivar.gov.co
13458,Bolívar,Montecristo,,,,,,,LUIS CARLOS BALDOVINO CARO,alcaldia@montecristo-bolivar.gov.co
13473,Bolívar,Morales,,,,,,,ECEQUIEL SALCEDO CARDOZO,contactenos@morales-bolivar.gov.co
13549,Bolívar,Pinillos,,,,,,,CARLOS MARDONIO TOVAR QUEVEDO,alcaldia@pinillos-bolivar.gov.co
13580,Bolívar,Regidor,,,,,,,CARLOS ALBERTO BARROS QUIÑONES,alcaldia@regidor-bolivar.gov.co
13600,Bolívar,Río Viejo,,,,,,,,
13620,Bolívar,San Cristóbal,,,,,,,RAFAEL ANTONIO RODRÍGUEZ MANOTAS,contactenos@sancristobal-bolivar.gov.co
13647,Bolívar,San Estanislao,,,,,,,GENINSON DE JESÚS FERNANDEZ LÓPEZ,alcaldia@sanestanislao-bolivar.gov.co
13650,Bolívar,San Fernando,,,,,,,ORLANDO FRANCISCO ORTIZ RANGEL,alcaldia@sanfernando-bolivar.gov.co
13654,Bolívar,San Jacinto,,,,,,,MERLY MILETH VIANA PÉREZ,contactenos@sanjacinto-bolivar.gov.co
13655,Bolívar,San Jacinto del Cauca,,,,,,,ONEI AURELIO HERNANDEZ RIVERA,alcaldia@sanjacintodelcauca-bolivar.gov.co
13657,Bolívar,San Juan Nepomuceno,,,,,,,GUIDO JOSÉ FIGUEROA MARTINEZ,despachoalcalde@sanjuannepomuceno-bolivar.gov.co
13667,Bolívar,San Martín de Loba,,,,,,,ADALBERTO COTES NIETO,contactenos@sanmartindeloba-bolivar.gov.co
13670,Bolívar,San Pablo,,,,,,,JAIR ACEVEDO CAVADIA,contactenos@sanpablo-bolivar.gov.co
13673,Bolívar,Santa Catalina,,,,,,,ARNALDO JOSÉ BELTRAN FONTALVO,contactenos@santacatalina-bolivar.gov.co
13683,Bolívar,Santa Rosa,,,,,,,HARVIS BELLO ELLES,alcaldia@santarosadelnorte-bolivar.gov.co
13688,Bolívar,Santa Rosa del Sur,,,,,,,MILTON ALEXIS OLAYA SANTAMARIA,contactenos@santarosadelsur-bolivar.gov.co
13744,Bolívar,Simití,,,,,,,WILMAN ELI QUINTANA GONZÁLEZ,alcaldia@simiti-bolivar.gov.co
13760,Bolívar,Soplaviento,,,,,,,ANGEL ANTONIO OROZCO VEGA,alcaldia@soplaviento-bolivar.gov.co
13780,Bolívar,Talaigua Nuevo,,,,,,,JORGE ALONSO ARIAS ZULUAGA,alcaldia@talaiguanuevo-bolivar.gov.co
13810,Bolívar,Tiquisio,,,,,,,NEIL ENRIQUE CANTILLO NUÑEZ,alcaldia@tiquisio-bolivar.gov.co
13836,Bolívar,Turbaco,,,,,,,CLAUDIA ELENA ESPINOSA PUELLO,contactenos@turbaco-bolivar.gov.co
13838,Bolívar,Turbaná,,,,,,,MAICOL ANDRÉS OLASCUAGA ARRIETA,contactenos@turbana-bolivar.gov.co
13873,Bolívar,Villanueva,,,,,,,EURIPIDES ORLANDO VELASCO MENDOZA,alcaldia@villanueva-bolivar.gov.co
13894,Bolívar,Zambrano,,,,,,,GABRIEL ALBERTO MURILLO ARGEL,alcaldia@zambrano-bolivar.gov.co
15022,Boyacá,Almeida,,,,,,,NANCY YANETH VACA GUTIÉRREZ,alcaldia@almeida-boyaca.gov.co
15047,Boyacá,Aquitania,,,,,,,OSCAR DARÍO HURTADO PÉREZ,alcaldia@aquitania-boyaca.gov.co
15051,Boyacá,Arcabuco,,,,,,,CARLOS DAVID ZARATE BÁEZ,alcaldia@arcabuco-boyaca.gov.co
15087,Boyacá,Belén,,,,,,,CABETO PÉREZ DIAZ,despacho_alcalde@belen-boyaca.gov.co
15090,Boyacá,Berbeo,,,,,,,SEBASTIÁN JUEZ ARIAS,alcaldia@berbeo-boyaca.gov.co
15092,Boyacá,Betéitiva,,,,,,,RICARDO CRISTANCHO FERNÁNDEZ,alcaldia@beteitiva-boyaca.gov.co
15097,Boyacá,Boavita,,,,,,,ALBERTO SANDOVAL VALCARCEL,alcaldia@boavita-boyaca.gov.co
15104,Boyacá,Boyacá,,,,,,,RAFAEL ANTONIO SORA CAMARGO,contactenos@boyaca-boyaca.gov.co
15106,Boyacá,Briceño,,,,,,,PEDRONEL VILLAMIL CASTRO,alcaldia@briceno-boyaca.gov.co
15109,Boyacá,Buenavista,,,,,,,EDWIN HARVEY ESPITIA LARA,alcaldia@buenavista-boyaca.gov.co
15114,Boyacá,Busbanzá,,,,,,,RODOLFO ANDRES TORRES AGUDELO,contactenos@busbanza-boyaca.gov.co
15131,Boyacá,Caldas,,,,,,,DIEGO ALEJANDRO LANCHEROS RUIZ,caldas@caldas-boyaca.gov.co
15135,Boyacá,Campohermoso,,,,,,,DARÍO MONTAÑEZ PEÑA,alcaldia@campohermoso-boyaca.gov.co
15162,Boyacá,Cerinza,,,,,,,LUIS CARLOS CHÍA HERNÁNDEZ,alcaldia@cerinza-boyaca.gov.co
15172,Boyacá,Chinavita,,,,,,,RAÚL ANTONIO CUBIDES RAMÍREZ,alcaldia@chinavita-boyaca.gov.co
15176,Boyacá,Chiquinquirá,,,,,,,JEFFERSON LEONARDO CARO CASAS,despachoalcaldia@chiquinquira-boyaca.gov.co
15232,Boyacá,Chíquiza,,,,,,,EDWIN AUGUSTO ALMANZA QUINTERO,alcaldia@chiquiza-boyaca.gov.co
15180,Boyacá,Chiscas,,,,,,,REINALDO TORRES,alcaldia@chiscas-boyaca.gov.co
15183,Boyacá,Chita,,,,,,,VLADIMIR RISCANEVO POBLADOR,alcaldia@chita-boyaca.gov.co
15185,Boyacá,Chitaraque,,,,,,,CARLOS ALBERTO AMADOR RAMOS,alcaldia@chitaraque-boyaca.gov.co
15187,Boyacá,Chivatá,,,,,,,YESID ALEXANDER BERNAL HERNÁNDEZ,alcaldia@chivata-boyaca.gov.co
15236,Boyacá,Chivor,,,,,,,VIVIANA PAOLA MARTIN ARÉVALO,alcaldia@chivor-boyaca.gov.co
15189,Boyacá,Ciénega,,,,,,,WILLIAM CAMILO BARRETO GONZÁLEZ,alcaldia@cienega-boyaca.gov.co
15204,Boyacá,Cómbita,,,,,,,JUAN CARLOS SARMIENTO SARMIENTO,alcaldia@combita-boyaca.gov.co
15212,Boyacá,Coper,,,,,,,FELKIN IVÁN CASTELLANOS VALBUENA,contactenos@coper-boyaca.gov.co
15215,Boyacá,Corrales,,,,,,,DONALD ARLEY AGUDELO ALFONSO,contactenos@corrales-boyaca.gov.co
15218,Boyacá,Covarachía,,,,,,,YOLANDA SALAZAR SIERRA,alcaldia@covarachia-boyaca.gov.co
15223,Boyacá,Cubará,,,,,,,GILDARDO MURCIA BUITRAGO,alcaldia@cubara-boyaca.gov.co
15224,Boyacá,Cucaita,,,,,,,MARCOS DANIEL BORDA PARRA,alcaldia@cucaita-boyaca.gov.co
15226,Boyacá,Cuítiva,,,,,,,JORGE ANDRÉS ALARCÓN AVELLA,contactenos@cuitiva-boyaca.gov.co
15238,Boyacá,Duitama,,,,,,,JOSÉ LUIS BOHÓRQUEZ LÓPEZ,alcaldia@duitama-boyaca.gov.co
15244,Boyacá,El Cocuy,,,,,,,ALEJANDRO MUÑOZ SANDOVAL,alcaldia@elcocuy-boyaca.gov.co
15248,Boyacá,El Espino,,,,,,,ARMANDO TARAZONA GALLO,alcaldia@elespino-boyaca.gov.co
15272,Boyacá,Firavitoba,,,,,,,LUZ AMANDA RODRÍGUEZ SALAMANCA,alcaldia@firavitoba-boyaca.gov.co
15276,Boyacá,Floresta,,,,,,,LUIS MARIO VARGAS BERNAL,alcaldia@floresta-boyaca.gov.co
15293,Boyacá,Gachantivá,,,,,,,JAIME ARMANDO GÓMEZ BUITRAGO,alcaldia@gachantiva-boyaca.gov.co
15296,Boyacá,Gameza,,,,,,,GERARDO RINCÓN CAMACHO,contactenos@gameza-boyaca.gov.co
15299,Boyacá,Garagoa,,,,,,,JULIO ERNESTO SANABRIA GUERRA,alcaldia@garagoa-boyaca.gov.co
15317,Boyacá,Guacamayas,,,,,,,GLORIA EDY GÓMEZ LÓPEZ,contactenos@guacamayas-boyaca.gov.co
15322,Boyacá,Guateque,,,,,,,DAVID FRANCISCO MORALES CASTILLO,alcaldia@guateque-boyaca.gov.co
15325,Boyacá,Guayatá,,,,,,,JULIO ALBERTO ROMERO CAMACHO,alcaldia@guayata-boyaca.gov.co
15332,Boyacá,Güicán,,,,,,,CARLOS ANDRÉS COCUNUBO BLANCO,alcaldia@guican-boyaca.gov.co
15362,Boyacá,Iza,,,,,,,EDGAR ALEXANDER AVELLA FLOREZ,contactenos@iza-boyaca.gov.co
15367,Boyacá,Jenesano,,,,,,,HUGO ALEXANDER REYES PARRA,alcaldia@jenesano-boyaca.gov.co
15368,Boyacá,Jericó,,,,,,,MARIO EDILBERTO SIABATO RINCÓN,alcaldia@jerico-boyaca.gov.co
15380,Boyacá,La Capilla,,,,,,,ÁLVARO EFRAÍN ROJAS BERMÚDEZ,alcaldia@lacapilla-boyaca.gov.co
15403,Boyacá,La Uvita,,,,,,,LUIS GUILLERMO BERRIO HERNÁNDEZ,alcaldia@lauvita-boyaca.gov.co
15401,Boyacá,La Victoria,,,,,,,ALCIDES FLORIDO PABÓN,alcaldia@lavictoria-boyaca.gov.co
15377,Boyacá,Labranzagrande,,,,,,,JORGE ENRIQUE VANEGAS PULIDO,alcaldia@labranzagrande-boyaca.gov.co
15425,Boyacá,Macanal,,,,,,,LEIDY PATRICIA CANO ÁVILA,contactenos@macanal-boyaca.gov.co
15442,Boyacá,Maripí,,,,,,,MILLER FAIR ROMERO MURCIA,contactenos@maripi-boyaca.gov.co
15455,Boyacá,Miraflores,,,,,,,LEDYS SORAYA VERA MONROY,contactenos@miraflores-boyaca.gov.co
15464,Boyacá,Mongua,,,,,,,MIGUEL ÁNGEL SERRANO CELY,contactenos@mongua-boyaca.gov.co
15466,Boyacá,Monguí,,,,,,,EDISON FABIAN PATIÑO SIABATTO,contactenos@mongui-boyaca.gov.co
15469,Boyacá,Moniquirá,,,,,,,FREDY IOVANNY PARDO PINZÓN,contactenos@moniquira-boyaca.gov.co
15476,Boyacá,Motavita,,,,,,,NÉSTOR ARMANDO SUAREZ CETINA,contactenos@motavita-boyaca.gov.co
15480,Boyacá,Muzo,,,,,,,XIMENA ELIZABETH CASTAÑEDA MOLINA,contactenos@muzo-boyaca.gov.co
15491,Boyacá,Nobsa,,,,,,,HELVER RICARDO GRANADOS GUAUQUE,despacho@nobsa-boyaca.gov.co
15494,Boyacá,Nuevo Colón,,,,,,,ALBA MERLY MARANTA CONTRERAS,alcaldia@nuevocolon-boyaca.gov.co
15500,Boyacá,Oicatá,,,,,,,NENDY JOSÉ FAGUA CAINA,alcaldia@oicata-boyaca.gov.co
15507,Boyacá,Otanche,,,,,,,WILIAR PEÑA SUATERNA,alcaldia@otanche-boyaca.gov.co
15511,Boyacá,Pachavita,,,,,,,JOSÉ JACINTO MORALES SANABRIA,alcaldia@pachavita-boyaca.gov.co
15514,Boyacá,Páez,,,,,,,JUAN DIEGO MORALES CALDERÓN,alcaldia@paez-boyaca.gov.co
15516,Boyacá,Paipa,,,,,,,GERMAN RICARDO CAMACHO BARRERA,alcaldia@paipa-boyaca.gov.co
15518,Boyacá,Pajarito,,,,,,,RENE GUSTAVO TEJEDOR LÓPEZ,alcaldia@pajarito-boyaca.gov.co
15522,Boyacá,Panqueba,,,,,,,JESÚS ALEJANDRO PUENTES MARTÍNEZ,alcaldia@panqueba-boyaca.gov.co
15531,Boyacá,Pauna,,,,,,,JULIO RAMIRO PEÑA RAMÍREZ,contactenos@pauna-boyaca.gov.co
15533,Boyacá,Paya,,,,,,,JUVENAL PÉREZ VEGA,alcaldia@paya-boyaca.gov.co
15537,Boyacá,Paz de Río,,,,,,,EZEQUIEL JIMÉNEZ CELY,alcaldia@pazderio-boyaca.gov.co
15542,Boyacá,Pesca,,,,,,,EDGAR RICARDO GÁMEZ AMAYA,alcaldia@pesca-boyaca.gov.co
15550,Boyacá,Pisba,,,,,,,MANUELA PIDIACHE RUIZ,alcaldia@pisba-boyaca.gov.co
15572,Boyacá,Puerto Boyacá,,,,,,,JHON FEIBER URREA CIFUENTES,contactenos@puertoboyaca-boyaca.gov.co
15580,Boyacá,Quípama,,,,,,,FÉLIX ALEJANDRO GUTIÉRREZ VEGA,contactenos@quipama-boyaca.gov.co
15599,Boyacá,Ramiriquí,,,,,,,CAMILO ANDRÉS ÁVILA MÁRQUEZ,alcaldia@ramiriqui-boyaca.gov.co
15600,Boyacá,Ráquira,,,,,,,JULIO CESAR RUBIANO CASAS,contactenos@raquira-boyaca.gov.co
15621,Boyacá,Rondón,,,,,,,SANTIAGO ALEXANDER VARGAS DAZA,alcaldia@rondon-boyaca.gov.co
15632,Boyacá,Saboyá,,,,,,,JUAN CARLOS GONZÁLEZ PINEDA,alcaldia@saboya-boyaca.gov.co
15638,Boyacá,Sáchica,,,,,,,HÉCTOR DAVID AMADO SIERRA,contactenos@sachica-boyaca.gov.co
15646,Boyacá,Samacá,,,,,,,WILSON CASTIBLANCO GIL,contactenos@samaca-boyaca.gov.co
15660,Boyacá,San Eduardo,,,,,,,YEISON ALBEIRO ALFONSO GAITÁN,alcaldia@saneduardo-boyaca.gov.co
15664,Boyacá,San José de Pare,,,,,,,JOSÉ EUSTAQUIO ARIZA PARDO,alcaldia@sanjosedepare-boyaca.gov.co
15667,Boyacá,San Luis de Gaceno,,,,,,,NELZON GARZÓN CHITIVA,alcaldia@sanluisdegaceno-boyaca.gov.co
15673,Boyacá,San Mateo,,,,,,,EDGAR GERARDO DIAZ ANGARITA,alcaldia@sanmateo-boyaca.gov.co
15676,Boyacá,San Miguel de Sema,,,,,,,MARIO JOSÉ ÁVILA FURQUE,contactenos@sanmigueldesema-boyaca.gov.co
15681,Boyacá,San Pablo de Borbur,,,,,,,CARLOS ALBERTO CASTELLANOS GÓMEZ,alcaldia@sanpablodeborbur-boyaca.gov.co
15690,Boyacá,Santa María,,,,,,,RUBÉN DARÍO GONZÁLEZ GARCÍA,contactenos@santamaria-boyaca.gov.co
15693,Boyacá,Santa Rosa de Viterbo,,,,,,,JUAN ALEXIS MARTÍNEZ FAJARDO,alcaldiamunicipal@santarosadeviterbo-boyaca.gov.co
15696,Boyacá,Santa Sofía,,,,,,,CLAUDIO ALFONSO COY GUERRA,contactenos@santasofia-boyaca.gov.co
15686,Boyacá,Santana,,,,,,,JUAN CARLOS SÁNCHEZ RINCÓN,contactenos@santana-boyaca.gov.co
15720,Boyacá,Sativanorte,,,,,,,CESAR DANILO MEDINA MANRIQUE,alcaldia@sativanorte-boyaca.gov.co
15723,Boyacá,Sativasur,,,,,,,MARCO AURELIO LÓPEZ GÓMEZ,alcaldia@sativasur-boyaca.gov.co
15740,Boyacá,Siachoque,,,,,,,PLINIO HERNÁNDEZ GAMBA,contactenos@siachoque-boyaca.gov.co
15753,Boyacá,Soatá,,,,,,,WOLBERT VARGAS RINCÓN,alcaldia@soata-boyaca.gov.co
15757,Boyacá,Socha,,,,,,,OSCAR ANTONIO HURTADO CARVAJAL,alcaldia@socha-boyaca.gov.co
15755,Boyacá,Socotá,,,,,,,ADIEL PANQUEBA CHÍA,alcaldia@socota-boyaca.gov.co
15759,Boyacá,Sogamoso,,,,,,,MAURICIO BARÓN GRANADOS,alcalde@sogamoso-boyaca.gov.co
15761,Boyacá,Somondoco,,,,,,,GERMAN RICARDO ROBAYO HEREDIA,alcaldia@somondoco-boyaca.gov.co
15762,Boyacá,Sora,,,,,,,HERNÁN ALONSO ACOSTA MEDINA,alcaldia@sora-boyaca.gov.co
15764,Boyacá,Soracá,,,,,,,EFRAÍN CAMILO BERNAL YANQUEN,alcaldia@soraca-boyaca.gov.co
15763,Boyacá,Sotaquirá,,,,,,,SALOMON BUITRAGO FONSECA,contactenos@sotaquira-boyaca.gov.co
15774,Boyacá,Susacón,,,,,,,PUPO ALONSO RINCÓN RINCÓN,alcaldia@susacon-boyaca.gov.co
15776,Boyacá,Sutamarchán,,,,,,,MIGUEL ANDRÉS RODRÍGUEZ SAAVEDRA,contactenos@sutamarchan-boyaca.gov.co
15778,Boyacá,Sutatenza,,,,,,,RODRIGO HERNÁN CARRILLO BALLESTEROS,alcaldia@sutatenza-boyaca.gov.co
15790,Boyacá,Tasco,,,,,,,GERMAN CAMILO MORALES RINCÓN,alcaldia@tasco-boyaca.gov.co
15798,Boyacá,Tenza,,,,,,,MARIO FERNANDO LOZANO DUARTE,alcaldia@tenza-boyaca.gov.co
15804,Boyacá,Tibaná,,,,,,,WILLIAM TOMAS GALINDO BORDA,contactenos@tibana-boyaca.gov.co
15806,Boyacá,Tibasosa,,,,,,,EDUARDO SALCEDO VELOSA,contactenos@tibasosa-boyaca.gov.co
15808,Boyacá,Tinjacá,,,,,,,CIRO ALFONSO CASTELLANOS PÁEZ,contactenos@tinjaca-boyaca.gov.co
15810,Boyacá,Tipacoque,,,,,,,HÉCTOR SEGUNDO RAMÍREZ ESCOBAR,contactenos@tipacoque-boyaca.gov.co
15814,Boyacá,Toca,,,,,,,GERMAN ALONSO BECERRA LÓPEZ,alcaldia@toca-boyaca.gov.co
15816,Boyacá,Togüí,,,,,,,DIEGO FERNANDO RIVERA VELANDIA,alcaldia@togui-boyaca.gov.co
15820,Boyacá,Tópaga,,,,,,,JOSÉ JUVENAL TORRES CRISTANCHO,alcaldia@topaga-boyaca.gov.co
15822,Boyacá,Tota,,,,,,,DIANA ELIZABETH RIAÑO CHAPARRO,alcaldia@tota-boyaca.gov.co
15832,Boyacá,Tununguá,,,,,,,ELKIN JESÚS ALFONSO GIL,contactenos@tunungua-boyaca.gov.co
15835,Boyacá,Turmequé,,,,,,,GIOVANNI VELA BERNAL,contactenos@turmeque-boyaca.gov.co
15837,Boyacá,Tuta,,,,,,,WILBER JAIME SALAMANCA PINEDA,alcaldia@tuta-boyaca.gov.co
15839,Boyacá,Tutazá,,,,,,,CARLOS SAUL REYES ESTUPIÑÁN,contactenos@tutaza-boyaca.gov.co
15842,Boyacá,Umbita,,,,,,,YON FREDY GONZÁLEZ HUERTAS,secretariageneral@umbita-boyaca.gov.co
15861,Boyacá,Ventaquemada,,,,,,,OSCAR CAMILO MONTAÑEZ BOHÓRQUEZ,alcaldia@ventaquemada-boyaca.gov.co
15407,Boyacá,Villa de Leyva,,,,,,,VÍCTOR ALFONSO GAMBOA CHAPARRO,contactenos@villadeleyva-boyaca.gov.co
15879,Boyacá,Viracachá,,,,,,,WILSON FRANCISCO ARIAS GUERRA,alcaldia@viracacha-boyaca.gov.co
15897,Boyacá,Zetaquira,,,,,,,JORGE ALFONSO RAMÍREZ GALINDO,alcaldia@zetaquira-boyaca.gov.co
17013,Caldas,Aguadas,,,,,,,FABIO GÓMEZ MEJIA,alcaldia@aguadas-caldas.gov.co
17042,Caldas,Anserma,,,,,,,OMAR ANDRÉS REINA MUÑOZ,alcaldia@anserma-caldas.gov.co
17050,Caldas,Aranzazu,,,,,,,SEBASTIÁN MERCHAN ZULUAGA,alcaldia@aranzazu-caldas.gov.co
17088,Caldas,Belalcázar,,,,,,,FABIO ANDRÉS RAMÍREZ GIRALDO,alcaldia@belalcazar-caldas.gov.co
17174,Caldas,Chinchiná,,,,,,,CARLOS ALBERTO RIVEROS LÓPEZ,alcaldia@chinchina-caldas.gov.co
17272,Caldas,Filadelfia,,,,,,,OSCAR EDUARDO ÁLZATE CANO,alcaldia@filadelfia-caldas.gov.co
17380,Caldas,La Dorada,,,,,,,JHON FREDDY SALDAÑA LEOPARDO,alcaldia@ladorada-caldas.gov.co
17388,Caldas,La Merced,,,,,,,YENI FERNANDA HENAO DAVILA,alcaldia@lamerced-caldas.gov.co
17433,Caldas,Manzanares,,,,,,,CARLOS ENRIQUE BOTERO ÁLVAREZ,alcalde@manzanares-caldas.gov.co
17442,Caldas,Marmato,,,,,,,CARLOS ALBERTO CORTES CHAVARRIAGA,alcaldia@marmato-caldas.gov.co
17444,Caldas,Marquetalia,,,,,,,EDWIN JESÚS SANCHEZ ARISTIZABAL,contactenos@marquetalia-caldas.gov.co
17446,Caldas,Marulanda,,,,,,,LEONARDO ANDRÉS GIRALDO BOTERO,alcaldia@marulanda-caldas.gov.co
17486,Caldas,Neira,,,,,,,JHON JAIRO CASTAÑO FLOREZ,alcaldia@neira-caldas.gov.co
17495,Caldas,Norcasia,,,,,,,DIEGO FERNANDO OLARTE ÁLZATE,alcaldia@norcasia-caldas.gov.co
17513,Caldas,Pácora,,,,,,,JUAN CAMILO ISAZA GONZÁLEZ,alcaldia@pacora-caldas.gov.co
17524,Caldas,Palestina,,,,,,,ÁLVARO ANDRÉS OSORIO VALENCIA,alcaldia@palestina-caldas.gov.co
17541,Caldas,Pensilvania,,,,,,,JESÚS IVAN OSPINA ATEHORTÚA,alcaldia@pensilvania-caldas.gov.co
17614,Caldas,Riosucio,,,,,,,ABEL DAVID JARAMILLO LARGO,contactenos@riosucio-caldas.gov.co
17616,Caldas,Risaralda,,,,,,,ALEJANDRO BETANCUR MORALES,alcaldia@risaralda-caldas.gov.co
17653,Caldas,Salamina,,,,,,,MANUEL FERMIN GIRALDO GUTIÉRREZ,alcaldia@salamina-caldas.gov.co
17662,Caldas,Samaná,,,,,,,JORGE ANDRES ARANGO TABARES,contacto@samana-caldas.gov.co
17665,Caldas,San José,,,,,,,JORGE ANDRES HENAO CASTAÑO,alcalde@sanjose-caldas.gov.co
17777,Caldas,Supía,,,,,,,HECTOR MAURICIO TORRES ÁLVAREZ,alcaldia@supia-caldas.gov.co
17867,Caldas,Victoria,,,,,,,JUAN ALBERTO VARGAS OSORIO,alcaldia@victoria-caldas.gov.co
17873,Caldas,Villamaría,,,,,,,JONIER ALEJANDRO RAMÍREZ ZULUAGA,alcaldia@villamaria-caldas.gov.co
17877,Caldas,Viterbo,,,,,,,NÉSTOR JAVIER OSPINA GRAJALES,contactenos@viterbo-caldas.gov.co
18029,Caquetá,Albania,,,,,,,CARLOS ALBAN QUINTERO TRUJILLO,contactenos@albania-caqueta.gov.co
18094,Caquetá,Belén de Los Andaquies,,,,,,,WILMAR BALLEN LOSADA,alcaldia@belendelosandaquies-caqueta.gov.co
18150,Caquetá,Cartagena del Chairá,,,,,,,DARWIN ANDRÉS FLOREZ CASTAÑEDA,contactenos@cartagenadelchaira-caqueta.gov.co
18205,Caquetá,Curillo,,,,,,,JAVIER VILLANUEVA POSSO,alcaldia@curillo-caqueta.gov.co
18247,Caquetá,El Doncello,,,,,,,JAIR DIAZ DIAZ,alcaldia@eldoncello-caqueta.gov.co
18256,Caquetá,El Paujil,,,,,,,LATIA SINDY CASTILLO MUÑOZ,alcaldia@elpaujil-caqueta.gov.co
18001,Caquetá,Florencia,,,,,,,MARLON MONSALVE ASCANIO,despacho@florencia-caqueta.gov.co
18410,Caquetá,La Montañita,,,,,,,FEDERICO ALVIZ TRUJILLO,despacho@lamontanita-caqueta.gov.co
18460,Caquetá,Milán,,,,,,,VÍCTOR ANDRÉS VASCO QUIVANO,contactenos@milan-caqueta.gov.co
18479,Caquetá,Morelia,,,,,,,CARLOS FERNANDO TRUJILLO DULCEY,alcaldia@morelia-caqueta.gov.co
18592,Caquetá,Puerto Rico,,,,,,,PANELAS ROBINSON ANZOLA BOLAÑOS,contactenos@puertorico-caqueta.gov.co
18610,Caquetá,San José del Fragua,,,,,,,HERVI ABELLO HORTA,alcaldia@sanjosedelfragua-caqueta.gov.co
18753,Caquetá,San Vicente del Caguán,,,,,,,LUIS TRUJILLO OSORIO,alcaldia@sanvicentedelcaguan-caqueta.gov.co
18756,Caquetá,Solano,,,,,,,LUIS HERNANDO GONZÁLEZ BARRETO,contactenos@solano-caqueta.gov.co
18785,Caquetá,Solita,,,,,,,CAMILO GUTIÉRREZ MORENO,alcaldia@solita-caqueta.gov.co
18860,Caquetá,Valparaíso,,,,,,,ARBENZ PÉREZ QUINTERO,alcaldia@valparaiso-caqueta.gov.co
19022,Cauca,Almaguer,,,,,,,ADRIÁN PABON LUNA,alcaldia@almaguer-cauca.gov.co
19050,Cauca,Argelia,,,,,,,OSMAN DUAN GUACA ACOSTA,alcaldia@argelia-cauca.gov.co
19075,Cauca,Balboa,,,,,,,FABIO ANDRÉS RODRÍGUEZ MUÑOZ,despacho@balboa-cauca.gov.co
19100,Cauca,Bolívar,,,,,,,SANDRA LILIANA RODRÍGUEZ DORADO,alcaldia@bolivar-cauca.gov.co
19110,Cauca,Buenos Aires,,,,,,,PABLO CESAR PEÑA,contactenos@buenosaires-cauca.gov.co
19130,Cauca,Cajibío,,,,,,,DIANA CAROLINA CABANILLAS VALENCIA,alcaldia@cajibio-cauca.gov.co
19137,Cauca,Caldono,,,,,,,RAMIRO MORENO LEMOS,alcaldia@caldono-cauca.gov.co
19142,Cauca,Caloto,,,,,,,OSCAR HERNAN CIFUENTES CIFUENTES,despachoalcalde@caloto-cauca.gov.co
19212,Cauca,Corinto,,,,,,,ADRIÁN DIAZ HURTADO,alcaldia@corinto-cauca.gov.co
19256,Cauca,El Tambo,,,,,,,JOSÉ DAVID MONTENEGRO PRADO,alcaldia@eltambo-cauca.gov.co
19290,Cauca,Florencia,,,,,,,ROBERT ERMINSON CRUZ LASSO,alcaldia@florencia-cauca.gov.co
