codigo_dane,departamento,municipio,mandatario,correo,fuente
23350,Córdoba,La Apartada,OSCAR MIGUEL CALAO LÓPEZ,alcaldia@laapartada-cordoba.gov.co,Hoja 3
23417,Córdoba,Lorica,CARLOS MARIO MANZUR DE LEÓN,contactenos@santacruzdelorica-cordoba.gov.co,Hoja 3
23419,Córdoba,Los Córdobas,JUAN CARLOS YANCES PADILLA,alcaldia@loscordobas-cordoba.gov.co,Hoja 3
23464,Córdoba,Momil,EFREN JOSÉ PUCHE CARRASCAL,alcaldia@momil-cordoba.gov.co,Hoja 3
23466,Córdoba,Montelíbano,GABRIEL ALBERTO CALLE DEMOYA,alcaldia@montelibano-cordoba.gov.co,Hoja 3
23500,Córdoba,Moñitos,JOSÉ FELIX MARTINEZ BRAVO,contactenos@monitos-cordoba.gov.co,Hoja 3
23555,Córdoba,Planeta Rica,RAMON EDUARDO CALLE CADAVID,contactenos@planetarica-cordoba.gov.co,Hoja 3
23570,Córdoba,Pueblo Nuevo,OVIDIO MIGUEL HOYOS PATERNINA,alcaldia@pueblonuevo-cordoba.gov.co,Hoja 3
23574,Córdoba,Puerto Escondido,IVYA JUDITH MARZOLA REDONDO,contactenos@puertoescondido-cordoba.gov.co,Hoja 3
23580,Córdoba,Puerto Libertador,RAMON ALBERTO RUBIO DURANGO,contactenos@puertolibertador-cordoba.gov.co,Hoja 3
23586,Córdoba,Purísima,CESAR CARLOS CASARRUBIA CONDE,contactenos@purisima-cordoba.gov.co,Hoja 3
23660,Córdoba,Sahagún,JAIRO ANDRÉS BALMACEDA OTERO,alcaldia@sahagun-cordoba.gov.co,Hoja 3
23670,Córdoba,San Andrés Sotavento,,,
23672,Córdoba,San Antero,DENNYS CHICA FUENTES,alcaldia@sanantero-cordoba.gov.co,Hoja 3
23675,Córdoba,San Bernardo del Viento,NAVONAZAR GONZÁLEZ TORDECILLA,alcaldia@sanbernardodelviento-cordoba.gov.co,Hoja 3
23678,Córdoba,San Carlos,FRAY DOMINGO MONTERROSA JARAMILLO,contactenos@sancarlos-cordoba.gov.co,Hoja 3
23686,Córdoba,San Pelayo,WILLIAM ESTEBAN CAVADIA HERNÁNDEZ,contactenos@sanpelayo-cordoba.gov.co,Hoja 3
23807,Córdoba,Tierralta,JESÚS DAVID CONTRERAS RODRÍGUEZ,contactenos@tierralta-cordoba.gov.co,Hoja 3
23855,Córdoba,Valencia,ANGEL DARÍO SUAREZ MARTINEZ,alcaldia@valencia-cordoba.gov.co,Hoja 3
25001,Cundinamarca,Agua de Dios,ELIANA ANDREA MANZANARES GÓNGORA,alcalde@aguadedios-cundinamarca.gov.co,Hoja 3
25019,Cundinamarca,Albán,GERMAN ENRIQUE ESPITIA CRUZ,contactenos@alban-cundinamarca.gov.co,Hoja 3
25035,Cundinamarca,Anapoima,CAMILO ANDRÉS FERRO CALDERÓN,contactenos@anapoima-cundinamarca.gov.co,Hoja 3
25040,Cundinamarca,Anolaima,CARLOS ALEXYS GONZÁLEZ CHACÓN,contactenos@anolaima-cundinamarca.gov.co,Hoja 3
25053,Cundinamarca,Arbeláez,HUGO EFRÉN NOVOA VILLAMIL,contactenos@arbelaez-cundinamarca.gov.co,Hoja 3
25086,Cundinamarca,Beltrán,NURY BARRAGÁN SUAREZ,secretariadegobierno@beltran-cundinamarca.gov.co,Hoja 3
25095,Cundinamarca,Bituima,WILLIAM GUILLERMO BARRERA RUIZ,alcaldia@bituima-cundinamarca.gov.co,Hoja 3
25099,Cundinamarca,Bojacá,GABRIEL HERNÁN GONZÁLEZ ROJAS,alcaldia@bojaca-cundinamarca.gov.co,Hoja 3
25120,Cundinamarca,Cabrera,ENYER CAMILO SÁNCHEZ PASTOR,alcaldia@cabrera-cundinamarca.gov.co,Hoja 3
25123,Cundinamarca,Cachipay,LUIS ORLANDO GARZÓN ACUÑA,despacho.alcalde@cachipay-cundinamarca.gov.co,Hoja 3
25126,Cundinamarca,Cajicá,FABIOLA JACOME RINCÓN,contactenos@cajica-cundinamarca.gov.co,Hoja 3
25148,Cundinamarca,Caparrapí,ANDRÉS ARDILA SÁNCHEZ,alcaldia@caparrapi-cundinamarca.gov.co,Hoja 3
25151,Cundinamarca,Caqueza,ALBA YOLIMA BENITO CLAVIJO,contactenos@caqueza-cundinamarca.gov.co,Hoja 3
25154,Cundinamarca,Carmen de Carupa,HÉCTOR GONZALO PACHÓN ORTIZ,alcaldia@carmendecarupa-cundinamarca.gov.co,Hoja 3
25168,Cundinamarca,Chaguaní,MARÍA ELENA LOZANO MARTÍNEZ,alcaldia@chaguani-cundinamarca.gov.co,Hoja 3
25175,Cundinamarca,Chía,LEONARDO DONOSO RUIZ,alcalde@chia.gov.co,Hoja 3
25178,Cundinamarca,Chipaque,DAISY JHOANA MORENO MORA,alcaldia@chipaque-cundinamarca.gov.co,Hoja 3
25181,Cundinamarca,Choachí,ÁLVARO PULIDO RODRÍGUEZ,contactenos@choachi-cundinamarca.gov.co,Hoja 3
25183,Cundinamarca,Chocontá,JAVIER GARZÓN FARFAN,contactenos@choconta-cundinamarca.gov.co,Hoja 3
25200,Cundinamarca,Cogua,CRISTIAN CHÁVEZ SALAS,contactenos@cogua-cundinamarca.gov.co,Hoja 3
25214,Cundinamarca,Cota,NÉSTOR ORLANDO BALSERO GARCÍA,contactenos@cota-cundinamarca.gov.co,Hoja 3
25224,Cundinamarca,Cucunubá,MARIO ALEXANDER BELLO VELÁSQUEZ,alcaldia@cucunuba-cundinamarca.gov.co,Hoja 3
25245,Cundinamarca,El Colegio,DIEGO ANDRÉS LÓPEZ SUAREZ,alcaldia@elcolegio-cundinamarca.gov.co,Hoja 3
25258,Cundinamarca,El Peñón,NILSON JAVIER TRIANA BUITRAGO,alcaldia@elpenon-cundinamarca.gov.co,Hoja 3
25260,Cundinamarca,El Rosal,JORGE MIKAN SALGADO,despacho@elrosal-cundinamarca.gov.co,Hoja 3
25269,Cundinamarca,Facatativá,LUIS CARLOS CASAS ALVARADO,contactenos@facatativa-cundinamarca.gov.co,Hoja 3
25279,Cundinamarca,Fomeque,EDUAR ESNEIDER ACOSTA VARGAS,contactenos@fomeque-cundinamarca.gov.co,Hoja 3
25281,Cundinamarca,Fosca,MILTON ALBINO BARBOSA REY,contactenos@fosca-cundinamarca.gov.co,Hoja 3
25286,Cundinamarca,Funza,JEIMMY SULGEY VILLAMIL BUITRAGO,contactenos@funza-cundinamarca.gov.co,Hoja 3
25288,Cundinamarca,Fúquene,WALTER JEISON MORA CASTIBLANCO,alcaldia@fuquene-cundinamarca.gov.co,Hoja 3
25290,Cundinamarca,Fusagasugá,WILLIAM GARCÍA FAYAD,atencionalciudadano@fusagasuga-cundinamarca.gov.co,Hoja 3
25293,Cundinamarca,Gachala,PEDRO ANTONIO RODRÍGUEZ ROJAS,alcaldia@gachala-cundinamarca.gov.co,Hoja 3
25295,Cundinamarca,Gachancipá,ALFONSO LÓPEZ SÁNCHEZ,contactenos@gachancipa-cundinamarca.gov.co,Hoja 3
25297,Cundinamarca,Gachetá,DANIEL ORLANDO BELTRÁN BELTRÁN,contactenos@gacheta-cundinamarca.gov.co,Hoja 3
25299,Cundinamarca,Gama,ERNESTO AVELINO RUIZ MARTÍNEZ,despacho@gama-cundinamarca.gov.co,Hoja 3
25307,Cundinamarca,Girardot,SALOMON SAID ARIAS,contactenos@girardot-cundinamarca.gov.co,Hoja 3
25312,Cundinamarca,Granada,SANDRA RUEDA ACOSTA,contactenos@granada-cundinamarca.gov.co,Hoja 3
25317,Cundinamarca,Guachetá,PABLO ENRIQUE QUICAZAN BALLESTEROS,alcaldia@guacheta-cundinamarca.gov.co,Hoja 3
25320,Cundinamarca,Guaduas,DIEGO ARIEL JIMÉNEZ,alcaldia@guaduas-cundinamarca.gov.co,Hoja 3
25322,Cundinamarca,Guasca,WILFRIDO RAFAEL COTES PRADA,alcaldia@guasca-cundinamarca.gov.co,Hoja 3
25324,Cundinamarca,Guataquí,ELVIN AUDIVER MOSQUERA PALACIOS,contactenos@guataqui-cundinamarca.gov.co,Hoja 3
25326,Cundinamarca,Guatavita,ALDEMAR CORTES GONZÁLEZ,alcaldia@guatavita-cundinamarca.gov.co,Hoja 3
25328,Cundinamarca,Guayabal de Siquima,SERGIO PAUL VERA SIERRA,contactenos@guayabaldesiquima-cundinamarca.gov.co,Hoja 3
25335,Cundinamarca,Guayabetal,JOSÉ SIMÓN MEJÍA JOYA,contactenos@guayabetal-cundinamarca.gov.co,Hoja 3
25339,Cundinamarca,Gutiérrez,LEONARDO ACUÑA GUASCA,contactenos@gutierrez-cundinamarca.gov.co,Hoja 3
25368,Cundinamarca,Jerusalén,INGRI MARCELA VILLALBA CONTRERAS,alcaldia@jerusalen-cundinamarca.gov.co,Hoja 3
25372,Cundinamarca,Junín,LEYNER ALEJANDRO HERRERA FERNÁNDEZ,alcaldia@junin-cundinamarca.gov.co,Hoja 3
25377,Cundinamarca,La Calera,JUAN CARLOS HERNÁNDEZ ARÉVALO,alcalde@lacalera-cundinamarca.gov.co,Hoja 3
25386,Cundinamarca,La Mesa,LAURA MARCELA LONDOÑO RODRÍGUEZ,contactenos@lamesa-cundinamarca.gov.co,Hoja 3
25394,Cundinamarca,La Palma,NELLY RODRÍGUEZ LÓPEZ,alcaldia@lapalma-cundinamarca.gov.co,Hoja 3
25398,Cundinamarca,La Peña,ANDREA YURANNY RAMÍREZ ORTIZ,alcaldia@lapena-cundinamarca.gov.co,Hoja 3
25402,Cundinamarca,La Vega,FABIO NELSON BERMÚDEZ CORREA,alcaldia@lavega-cundinamarca.gov.co,Hoja 3
25407,Cundinamarca,Lenguazaque,JUAN CARLOS ROBAYO LADINO,alcalde@lenguazaque-cundinamarca.gov.co,Hoja 3
25426,Cundinamarca,Macheta,PABLO EMILIO ESPINOSA HERNÁNDEZ,alcaldia@macheta-cundinamarca.gov.co,Hoja 3
25430,Cundinamarca,Madrid,CARLOS ALBERTO CHÁVEZ MOYA,carlos.chavez@madridcundinamarca.gov.co,Hoja 3
25436,Cundinamarca,Manta,LUIS FELIPE VÁSQUEZ LEÓN,alcaldia@manta-cundinamarca.gov.co,Hoja 3
25438,Cundinamarca,Medina,LEOPOLDO RIGAUD PEÑA LÓPEZ,alcaldia@medina-cundinamarca.gov.co,Hoja 3
25473,Cundinamarca,Mosquera,NELSON HERNÁN PARRA LAGUNA,alcalde@mosquera-cundinamarca.gov.co,Hoja 3
25483,Cundinamarca,Nariño,LUZ ASTRID OLARTE ZARTA,contactenos@narino-cundinamarca.gov.co,Hoja 3
25486,Cundinamarca,Nemocón,CRISTIAN CAMILO CARRILLO CHACÓN,alcaldia@nemocon-cundinamarca.gov.co,Hoja 3
25488,Cundinamarca,Nilo,JUAN CARLOS MARTIN CAVIEDES,contactenos@nilo-cundinamarca.gov.co,Hoja 3
25489,Cundinamarca,Nimaima,JOHN JAIRO ESCOBAR,alcaldia@nimaima-cundinamarca.gov.co,Hoja 3
25491,Cundinamarca,Nocaima,WILLIAM ALEJANDRO MATIZ FLOREZ,alcaldia@nocaima-cundinamarca.gov.co,Hoja 3
25506,Cundinamarca,Venecia,HÉCTOR GUIOVANNY ESCOBAR CABRERA,alcaldia@venecia-cundinamarca.gov.co,Hoja 3
25513,Cundinamarca,Pacho,CARLOS JAVIER DIAZ SÁNCHEZ,contactenos@pacho-cundinamarca.gov.co,Hoja 3
25518,Cundinamarca,Paime,LUIS FELIPE ROMERO DIAZ,alcaldia@paime-cundinamarca.gov.co,Hoja 3
25524,Cundinamarca,Pandi,CARLOS ALEXIS PRIETO PRIETO,alcaldia@pandi-cundinamarca.gov.co,Hoja 3
25530,Cundinamarca,Paratebueno,NORBERTO NOREÑA BERMEO,alcaldia@paratebueno-cundinamarca.gov.co,Hoja 3
25535,Cundinamarca,Pasca,JONATHAN ALFONSO PARRA FORERO,alcaldia@pasca-cundinamarca.gov.co,Hoja 3
25572,Cundinamarca,Puerto Salgar,ADRIÁN GUTIÉRREZ GÓMEZ,contactenos@puertosalgar-cundinamarca.gov.co,Hoja 3
25580,Cundinamarca,Pulí,WILDER HERNÁN ROMERO BENAVIDES,contactenos@puli-cundinamarca.gov.co,Hoja 3
25592,Cundinamarca,Quebradanegra,WILFAN MEDINA GUTIÉRREZ,contactenos@quebradanegra-cundinamarca.gov.co,Hoja 3
25594,Cundinamarca,Quetame,ELIZABETH SABOGAL VELÁSQUEZ,alcaldia@quetame-cundinamarca.gov.co,Hoja 3
25596,Cundinamarca,Quipile,JOSÉ EFRAÍN MEDINA VALERO,alcaldia@quipile-cundinamarca.gov.co,Hoja 3
25599,Cundinamarca,Apulo,JOSÉ IGNACIO SANTOYA CHAPARRO,contactenos@apulo-cundinamarca.gov.co,Hoja 3
25612,Cundinamarca,Ricaurte,CAMPO ELÍAS PRADA ORTIZ,alcaldia@ricaurte-cundinamarca.gov.co,Hoja 3
25645,Cundinamarca,San Antonio del Tequendama,JOSÉ ANÍBAL MANRIQUE ARÉVALO,alcaldia@sanantoniodeltequendama-cundinamarca.gov.co,Hoja 3
25649,Cundinamarca,San Bernardo,LIBARDO MORALES CABEZAS,contactenos@sanbernardo-cundinamarca.gov.co,Hoja 3
25653,Cundinamarca,San Cayetano,LUIS ALEJANDRO RONCANCIO RINCÓN,contactenos@sancayetano-cundinamarca.gov.co,Hoja 3
25658,Cundinamarca,San Francisco,JORGE ENRIQUE INFANTE BERMÚDEZ,contactenos@sanfrancisco-cundinamarca.gov.co,Hoja 3
25662,Cundinamarca,San Juan de Río Seco,,,
25718,Cundinamarca,Sasaima,LUZ PATRICIA CAMELO URREGO,correspondencia@sasaima-cundinamarca.gov.co,Hoja 3
25736,Cundinamarca,Sesquilé,ELSA QUINTERO MARTÍNEZ,contactenos@sesquile-cundinamarca.gov.co,Hoja 3
25740,Cundinamarca,Sibaté,LUIS MANUEL GONZÁLEZ RAMÍREZ,despacho@sibate-cundinamarca.gov.co,Hoja 3
25743,Cundinamarca,Silvania,JOSÉ RICARDO PULIDO GARZÓN,contactenos@silvania-cundinamarca.gov.co,Hoja 3
25745,Cundinamarca,Simijaca,JOHANA PAOLA MONZÓN MURCIA,alcaldia@simijaca-cundinamarca.gov.co,Hoja 3
25754,Cundinamarca,Soacha,VÍCTOR JULIÁN SÁNCHEZ ACOSTA,contactenos@alcaldiasoacha.gov.co,Hoja 3
25758,Cundinamarca,Sopó,ALBA FABIOLA MUÑOZ RODRÍGUEZ,alcaldia@sopo-cundinamarca.gov.co,Hoja 3
25769,Cundinamarca,Subachoque,JORGE ALBERTO CAMACHO LIZARAZO,alcaldia@subachoque-cundinamarca.gov.co,Hoja 3
25772,Cundinamarca,Suesca,OSCAR DARÍO JIMÉNEZ PENAGOS,alcaldia@suesca-cundinamarca.gov.co,Hoja 3
25777,Cundinamarca,Supatá,WILMAR JAMITH QUITIAN CHILA,alcaldia@supata-cundinamarca.gov.co,Hoja 3
25779,Cundinamarca,Susa,JIMMY OSWALDO CARO BALLESTEROS,alcaldia@susa-cundinamarca.gov.co,Hoja 3
25781,Cundinamarca,Sutatausa,JHONATAN RICARDO OJEDA BARRERA,alcaldia@sutatausa-cundinamarca.gov.co,Hoja 3
25785,Cundinamarca,Tabio,CARLOS JAVIER JULIO TORRES,alcaldia@tabio-cundinamarca.gov.co,Hoja 3
25793,Cundinamarca,Tausa,DAVID ALEJANDRO ORTIZ GARCIA,alcaldia@tausa-cundinamarca.gov.co,Hoja 3
25797,Cundinamarca,Tena,CAROLINA NIÑO ARDILA,alcaldia@tena-cundinamarca.gov.co,Hoja 3
25799,Cundinamarca,Tenjo,IVÁN DAVID NEMOCON ESPINOSA,alcaldia@tenjo-cundinamarca.gov.co,Hoja 3
25805,Cundinamarca,Tibacuy,EDUAR JAVIER SERRANO ORJUELA,contactenos@tibacuy-cundinamarca.gov.co,Hoja 3
25807,Cundinamarca,Tibirita,LUIS FERNANDO ROA ARÉVALO,alcaldia@tibirita-cundinamarca.gov.co,Hoja 3
25815,Cundinamarca,Tocaima,HERNÁN HERRERA MORALES,alcalde@tocaima-cundinamarca.gov.co,Hoja 3
25817,Cundinamarca,Tocancipá,WALFRANDO ADOLFO FORERO BEJARANO,contactenos@tocancipa-cundinamarca.gov.co,Hoja 3
25823,Cundinamarca,Topaipí,MIGUEL HORACIO BENITO GRANADOS,alcaldia@topaipi-cundinamarca.gov.co,Hoja 3
25839,Cundinamarca,Ubalá,MANUEL FERNANDO CALDERÓN PAEZ,alcaldia@ubala-cundinamarca.gov.co,Hoja 3
25841,Cundinamarca,Ubaque,JHOANNY OSWALDO GARZÓN AGUAS,alcaldia@ubaque-cundinamarca.gov.co,Hoja 3
25843,Cundinamarca,Villa de San Diego de Ubate,,,
25845,Cundinamarca,Une,ÁLVARO GÓMEZ RICO,alcaldia@une-cundinamarca.gov.co,Hoja 3
25851,Cundinamarca,Útica,JOSÉ ALEXANDER BRAVO,alcaldia@utica-cundinamarca.gov.co,Hoja 3
25862,Cundinamarca,Vergara,ANA MARÍA MAHECHA OLARTE,alcaldia@vergara-cundinamarca.gov.co,Hoja 3
25867,Cundinamarca,Vianí,TATIANA SUÁREZ MOTA,alcaldia@viani-cundinamarca.gov.co,Hoja 3
25871,Cundinamarca,Villagómez,MARY LUZ MORENO BERTOLETTI,contactenos@villagomez-cundinamarca.gov.co,Hoja 3
25873,Cundinamarca,Villapinzón,GILDARDO ANSISAR MELO GARNICA,alcaldia@villapinzon-cundinamarca.gov.co,Hoja 3
25875,Cundinamarca,Villeta,YOSIMAR REYES ACEVEDO,alcaldia@villeta-cundinamarca.gov.co,Hoja 3
25878,Cundinamarca,Viotá,OSCAR HERNÁN QUIROGA GARCIA,alcaldia@viota-cundinamarca.gov.co,Hoja 3
25885,Cundinamarca,Yacopí,HERLING ZUCED ESCOBAR TOVAR,alcaldia@yacopi-cundinamarca.gov.co,Hoja 3
25898,Cundinamarca,Zipacón,EDUARD HERNÁN CORREA SARMIENTO,contactenos@zipacon-cundinamarca.gov.co,Hoja 3
25899,Cundinamarca,Zipaquirá,FABIAN MAURICIO ROJAS GARCÍA,contactenos@zipaquira-cundinamarca.gov.co,Hoja 3
27001,Chocó,Quibdó,RAFAEL ANDRÉS BOLAÑOS PINO,despacho@quibdo-choco.gov.co,Hoja 3
27006,Chocó,Acandí,LUIS FERNANDO MARTINEZ PÉREZ,contactenos@acandi-choco.gov.co,Hoja 3
27025,Chocó,Alto Baudo,ARIEL SALAZAR SARCO,contactenos@altobaudo-choco.gov.co,Hoja 3
27050,Chocó,Atrato,ANA MILENA HINOJOSO,alcaldia@elatrato-choco.gov.co,Hoja 3
27073,Chocó,Bagadó,MARINELA PALOMEQUE SERNA,alcaldia@bagado-choco.gov.co,Hoja 3
27075,Chocó,Bahía Solano,JAIRSON LEONEL VALENCIA PINILLA,contactenos@bahiasolano-choco.gov.co,Hoja 3
27077,Chocó,Bajo Baudó,FAUSTINO MURILLO RAMÍREZ,alcaldia@bajobaudo-choco.gov.co,Hoja 3
27086,Chocó,Belén de Bajirá1,,,
27099,Chocó,Bojaya,HAILTON PEREA CHAVERRA,contactenos@bojaya-choco.gov.co,Hoja 3
27135,Chocó,El Cantón del San Pablo,,,
27150,Chocó,Carmen del Darien,RICAUTER CUESTA BLANDON,contactenos@elcarmendeldarien-choco.gov.co,Hoja 3
27160,Chocó,Cértegui,EDWAR ANTONIO MORENO MOSQUERA,contactenos@certegui-choco.gov.co,Hoja 3
27205,Chocó,Condoto,GUSTAVO ELIAS HINCAPIÉ MOSQUERA,alcaldia@condoto-choco.gov.co,Hoja 3
27245,Chocó,El Carmen de Atrato,JAIME ARTURO HERRERA MAYA,contactenos@elcarmendeatrato-choco.gov.co,Hoja 3
27250,Chocó,El Litoral del San Juan,,,
27361,Chocó,Istmina,JAISON MOSQUERA SÁNCHEZ,contactenos@istmina-choco.gov.co,Hoja 3
27372,Chocó,Juradó,DENIO JIMENEZ RIVAS,despachoalcaldesa@jurado-choco.gov.co,Hoja 3
27413,Chocó,Lloró,LUZ STELLA SERNA MORENO,contactenos@lloro-choco.gov.co,Hoja 3
27425,Chocó,Medio Atrato,YAIR DIOMEDES CUESTA CORDOBA,contactenos@medioatrato-choco.gov.co,Hoja 3
27430,Chocó,Medio Baudó,ANGEL VICTORIO ZUÑIGA IBARGUEN,alcaldia@mediobaudo-choco.gov.co,Hoja 3
27450,Chocó,Medio San Juan,EDUARD ALONSO MURILLO MURILLO,contactenos@mediosanjuan-choco.gov.co,Hoja 3
27491,Chocó,Nóvita,ALBERTO WILLIAMS RIVAS ASPRILLA,contactenos@novita-choco.gov.co,Hoja 3
27495,Chocó,Nuquí,RUBEN PRADO ASPRILLA,alcaldia@nuqui-choco.gov.co,Hoja 3
27580,Chocó,Río Iro,WILBER ANTONIO SANCHEZ MOSQUERA,contactenos@rioiro-choco.gov.co,Hoja 3
27600,Chocó,Río Quito,EULISES PALACIOS CABRERA,contactenos@rioquito-choco.gov.co,Hoja 3
27615,Chocó,Riosucio,JUAN MORENO MENA,contactenos@riosucio-choco.gov.co,Hoja 3
27660,Chocó,San José del Palmar,LEÓN FABIO MARÍN MONCADA,alcaldia@sanjosedelpalmar-choco.gov.co,Hoja 3
27745,Chocó,Sipí,JAIRO ANTONIO MURILLO BEDOYA,contactenos@sipi-choco.gov.co,Hoja 3
27787,Chocó,Tadó,,,
27800,Chocó,Unguía,MARLON ALBERTO GIL SALINAS,alcaldia@unguia-choco.gov.co,Hoja 3
27810,Chocó,Unión Panamericana,GEYSON COPETE,despachiprivado@unionpanamericana-choco.gov.co,Hoja 3
41001,Huila,Neiva,GERMAN CASAGUA BONILLA,alcaldia@alcaldianeiva.gov.co,Hoja 3
41006,Huila,Acevedo,EDGAR PRADA STERLING,contactenos@acevedo-huila.gov.co,Hoja 3
41013,Huila,Agrado,MARÍA NELFFY RINCÓN MENDEZ,contactenos@elagrado-huila.gov.co,Hoja 3
41016,Huila,Aipe,LUIS ANGEL RAMÍREZ VARGAS,contactenos@aipe-huila.gov.co,Hoja 3
41020,Huila,Algeciras,ALEXANDER MARTÍNEZ BALLESTEROS,alcaldia@algeciras-huila.gov.co,Hoja 3
41026,Huila,Altamira,YECID RODRÍGUEZ TOVAR,contactenos@altamira-huila.gov.co,Hoja 3
41078,Huila,Baraya,LUIS ENRIQUE CARDOSO TOVAR,alcaldia@baraya-huila.gov.co,Hoja 3
41132,Huila,Campoalegre,VÍCTOR RAMON VARGAS SALAZAR,alcaldia@campoalegre-huila.gov.co,Hoja 3
41206,Huila,Colombia,ARBEY VARGAS MANGUERA,secretariadegobierno@colombia-huila.gov.co,Hoja 3
41244,Huila,Elías,HELMAN RICAUTE VARGAS SALAS,contactenos@elias-huila.gov.co,Hoja 3
41298,Huila,Garzón,FRANCISCO ENRIQUE CALDERÓN FERIZ,alcaldia@huila-garzon.gov.co,Hoja 3
41306,Huila,Gigante,JOSUE MANRIQUE MURCIA,contactenos@gigante-huila.gov.co,Hoja 3
41319,Huila,Guadalupe,ALBERTO TOLEDO RAMOS,contactenos@guadalupe-huila.gov.co,Hoja 3
41349,Huila,Hobo,YHON ALBER MORA LIZCANO,alcaldia@hobo-huila.gov.co,Hoja 3
41357,Huila,Iquira,RUBEN DARÍO CASTRO ANDRADE,alcaldia@iquira-huila.gov.co,Hoja 3
41359,Huila,Isnos,JOSÉ ALFREDO MUÑOZ MUÑOZ,alcaldia@isnos-huila.gov.co,Hoja 3
41378,Huila,La Argentina,FABIAN ERNESTO RINCÓN CHÁVEZ,alcaldia@laargentina-huila.gov.co,Hoja 3
41396,Huila,La Plata,CAMILO OSPINA MARTÍNEZ,contactenos@laplata-huila.gov.co,Hoja 3
41483,Huila,Nátaga,JOSÉ ADELMO LIEVANO YUCUMA,contactenos@nataga-huila.gov.co,Hoja 3
41503,Huila,Oporapa,MARCO ANTONIO MOLINA MAZABEL,contactenos@oporapa-huila.gov.co,Hoja 3
41518,Huila,Paicol,ANÍBAL CHAVARRO CHANTRE,alcaldia@paicol-huila.gov.co,Hoja 3
41524,Huila,Palermo,KLEYVER LAUREANO OVIEDO FARFAN,alcaldia@palermo-huila.gov.co,Hoja 3
41530,Huila,Palestina,JUAN DIEGO PINEDA RODRÍGUEZ,alcaldia@palestina-huila.gov.co,Hoja 3
41548,Huila,Pital,CARLOS ALBERTO RODRÍGUEZ MONTEALEGRE,contactenos@elpital-huila.gov.co,Hoja 3
41551,Huila,Pitalito,YIDER LUNA JOVEN,alcalde@alcaldiapitalito.gov.co,Hoja 3
41615,Huila,Rivera,LUIS HUMBERTO ALVARADO GUZMAN,contactenos@rivera-huila.gov.co,Hoja 3
41660,Huila,Saladoblanco,EDGAR JAVIER BAMBAGUE BARRIOS,contactenos@saladoblanco-huila.gov.co,Hoja 3
41668,Huila,San Agustín,HEBER NEL MUÑOZ YASNO,contactenos@sanagustin-huila.gov.co,Hoja 3
41676,Huila,Santa María,VIANCY CAROLINA GARCIA,alcaldia@santamaria-huila.gov.co,Hoja 3
41770,Huila,Suaza,FRANCISCO CUELLAR CALDERÓN,alcaldia@suaza-huila.gov.co,Hoja 3
41791,Huila,Tarqui,CARLOS ANTONIO TOLE CALDERÓN,contactenos@tarqui-huila.gov.co,Hoja 3
41797,Huila,Tesalia,OLMER GUSTAVO RAMOS CUENCA,contactenos@tesalia-huila.gov.co,Hoja 3
41799,Huila,Tello,FERNANDO ALIPIO SOLANO GÓMEZ,contactenos@tello-huila.gov.co,Hoja 3
41801,Huila,Teruel,GERMAN MORALES OLIVEROS,contactenos@teruel-huila.gov.co,Hoja 3
41807,Huila,Timaná,EDWIN ANDRÉS CARDENAS GASCA,contactenos@timana-huila.gov.co,Hoja 3
41872,Huila,Villavieja,YORDAN ARIS PACHECO TONCON,contactenos@villavieja-huila.gov.co,Hoja 3
41885,Huila,Yaguará,LENIN ALBERTO TRUJILLO GONZÁLEZ,contactenos@yaguara-huila.gov.co,Hoja 3
44001,La Guajira,Riohacha,GENARO DAVID REDONDO CHOLES,despachoalcalde@riohacha-laguajira.gov.co,Hoja 3
44035,La Guajira,Albania,NERA ELOISA ROBLES BONIVENTO,alcaldia@albania-laguajira.gov.co,Hoja 3
44078,La Guajira,Barrancas,VICENTE FRANCISCO BERARDINELLI CARILLO,des_alcalde@barrancas-laguajira.gov.co,Hoja 3
44090,La Guajira,Dibulla,ALBERTO MONTERO MOLINA,alcaldia@dibulla-laguajira.gov.co,Hoja 3
44098,La Guajira,Distracción,JACOB ARNALDO BRITO BRITO,alcaldia@distraccion-laguajira.gov.co,Hoja 3
44110,La Guajira,El Molino,RAFAEL HERALDO MANJARREZ APONTE,despacho@elmolino-laguajira.gov.co,Hoja 3
44279,La Guajira,Fonseca,MICHER PEREZ FUENTES,alcaldia@fonseca-laguajira.gov.co,Hoja 3
44378,La Guajira,Hatonuevo,HASSAN DAVID PALMEZANO ROMERO,alcaldia@hatonuevo-laguajira.gov.co,Hoja 3
44420,La Guajira,La Jagua del Pilar,JOSÉ AMIRO MORON NUÑEZ,alcaldia@lajaguadelpilar-laguajira.gov.co,Hoja 3
44430,La Guajira,Maicao,MIGUEL FELIPE ARAGÓN GONZÁLEZ,alcaldia@maicao-laguajira.gov.co,Hoja 3
44560,La Guajira,Manaure,JHON GALVI PIMIENTA JUSAYU,alcaldia@manaure-laguajira.gov.co,Hoja 3
44650,La Guajira,San Juan del Cesar,CUBITA ENRIQUE CAMILO URBINA SUAREZ,alcaldia@sanjuandelcesar-laguajira.gov.co,Hoja 3
44847,La Guajira,Uribia,JAIME LUIS BUITRAGO GARCÍA,contactenos@uribia-laguajira.gov.co,Hoja 3
44855,La Guajira,Urumita,MARY LUZ CORRALES MALAGON,contactenos@urumita-guajira.gov.co,Hoja 3
