codigo_dane,departamento,municipio,subregion,habitantes,temperatura_promedio,altura,gentilicio,bandera_jpg,alcalde,correo_alcalde,festival,fecha_inicio,fecha_fin,sitio_1,maps_1,sitio_2,maps_2,sitio_3,maps_3,hotel_1,wa_1,hotel_2,wa_2,hotel_3,wa_3
27006,,,,,,,,,,,,,,,,,,,,,,,,,
27025,,,,,,,,,,,,,,,,,,,,,,,,,
27050,,,,,,,,,,,,,,,,,,,,,,,,,
27073,,,,,,,,,,,,,,,,,,,,,,,,,
27075,,,,,,,,,,,,,,,,,,,,,,,,,
27077,,,,,,,,,,,,,,,,,,,,,,,,,
27086,,,,,,,,,,,,,,,,,,,,,,,,,
27099,,,,,,,,,,,,,,,,,,,,,,,,,
27135,,,,,,,,,,,,,,,,,,,,,,,,,
27150,,,,,,,,,,,,,,,,,,,,,,,,,
27160,,,,,,,,,,,,,,,,,,,,,,,,,
27205,,,,,,,,,,,,,,,,,,,,,,,,,
27245,,,,,,,,,,,,,,,,,,,,,,,,,
27250,,,,,,,,,,,,,,,,,,,,,,,,,
27361,,,,,,,,,,,,,,,,,,,,,,,,,
27372,,,,,,,,,,,,,,,,,,,,,,,,,
27413,,,,,,,,,,,,,,,,,,,,,,,,,
27425,,,,,,,,,,,,,,,,,,,,,,,,,
27430,,,,,,,,,,,,,,,,,,,,,,,,,
27450,,,,,,,,,,,,,,,,,,,,,,,,,
27491,,,,,,,,,,,,,,,,,,,,,,,,,
27495,,,,,,,,,,,,,,,,,,,,,,,,,
27580,,,,,,,,,,,,,,,,,,,,,,,,,
27600,,,,,,,,,,,,,,,,,,,,,,,,,
27615,,,,,,,,,,,,,,,,,,,,,,,,,
27660,,,,,,,,,,,,,,,,,,,,,,,,,
27745,,,,,,,,,,,,,,,,,,,,,,,,,
27787,,,,,,,,,,,,,,,,,,,,,,,,,
27800,,,,,,,,,,,,,,,,,,,,,,,,,
27810,,,,,,,,,,,,,,,,,,,,,,,,,
41001,,,,,,,,,,,Festival del Bambuco,2026-06-15,,,,,,,,,,,,,
41001,,,,,,,,,,,Desfile Nacional del Bambuco,2026-06-25,,,,,,,,,,,,,
41006,,,,,,,,,,,,,,,,,,,,,,,,,
41013,,,,,,,,,,,,,,,,,,,,,,,,,
41016,,,,,,,,,,,,,,,,,,,,,,,,,
41020,,,,,,,,,,,,,,,,,,,,,,,,,
41026,,,,,,,,,,,,,,,,,,,,,,,,,
41078,,,,,,,,,,,,,,,,,,,,,,,,,
41132,,,,,,,,,,,,,,,,,,,,,,,,,
41206,,,,,,,,,,,,,,,,,,,,,,,,,
41244,,,,,,,,,,,,,,,,,,,,,,,,,
41298,,,,,,,,,,,,,,,,,,,,,,,,,
41306,,,,,,,,,,,,,,,,,,,,,,,,,
41319,,,,,,,,,,,,,,,,,,,,,,,,,
41349,,,,,,,,,,,,,,,,,,,,,,,,,
41357,,,,,,,,,,,,,,,,,,,,,,,,,
41359,,,,,,,,,,,,,,,,,,,,,,,,,
41378,,,,,,,,,,,,,,,,,,,,,,,,,
41396,,,,,,,,,,,,,,,,,,,,,,,,,
41483,,,,,,,,,,,,,,,,,,,,,,,,,
41503,,,,,,,,,,,,,,,,,,,,,,,,,
41518,,,,,,,,,,,,,,,,,,,,,,,,,
41524,,,,,,,,,,,,,,,,,,,,,,,,,
41530,,,,,,,,,,,,,,,,,,,,,,,,,
41548,,,,,,,,,,,,,,,,,,,,,,,,,
41551,,,,,,,,,,,,,,,,,,,,,,,,,
41615,,,,,,,,,,,,,,,,,,,,,,,,,
41660,,,,,,,,,,,,,,,,,,,,,,,,,
41668,,,,,,,,,,,,,,,,,,,,,,,,,
41676,,,,,,,,,,,,,,,,,,,,,,,,,
41770,,,,,,,,,,,,,,,,,,,,,,,,,
41791,,,,,,,,,,,,,,,,,,,,,,,,,
41797,,,,,,,,,,,,,,,,,,,,,,,,,
41799,,,,,,,,,,,,,,,,,,,,,,,,,
41801,,,,,,,,,,,,,,,,,,,,,,,,,
41807,,,,,,,,,,,,,,,,,,,,,,,,,
41872,,,,,,,,,,,,,,,,,,,,,,,,,
41885,,,,,,,,,,,,,,,,,,,,,,,,,
44001,,,,,,,,,,,Fiestas de la Virgen de los Remedios,2026-09-08,,,,,,,,,,,,,
44035,,,,,,,,,,,Fiestas de la Virgen del Carmen,2026-07-16,,,,,,,,,,,,,
44078,,,,,,,,,,,Fiestas de San José,2026-03-19,,,,,,,,,,,,,
44090,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
44098,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
44110,,,,,,,,,,,Fiestas de San Lucas,2026-10-18,,,,,,,,,,,,,
44279,,,,,,,,,,,Fiestas de San Agustín,2026-08-28,,,,,,,,,,,,,
44378,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
44420,,,,,,,,,,,Fiestas de la Virgen del Carmen,2026-07-16,,,,,,,,,,,,,
44430,,,,,,,,,,,Fiestas de San José,2026-03-19,,,,,,,,,,,,,
44560,,,,,,,,,,,,,,,,,,,,,,,,,
44650,,,,,,,,,,,Fiestas de San Juan Bautista,2026-06-24,,,,,,,,,,,,,
44847,,,,,,,,,,,Fiestas de la Virgen del Carmen,2026-07-16,,,,,,,,,,,,,
44855,,,,,,,,,,,Fiestas de la Virgen del Carmen,2026-07-16,,,,,,,,,,,,,
44874,,,,,,,,,,,,,,,,,,,,,,,,,
47001,,,,,,,,,,,Fiestas del Mar,2026-07-25,,,,,,,,,,,,,
47030,,,,,,,,,,,Fiestas de San Pedro,2026-06-29,,,,,,,,,,,,,
47053,,,,,,,,,,,Fiestas de San José,2026-03-19,,,,,,,,,,,,,
47058,,,,,,,,,,,Fiestas de la Virgen del Carmen,2026-07-16,,,,,,,,,,,,,
47161,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
47170,,,,,,,,,,,Fiestas de San Pedro,2026-06-29,,,,,,,,,,,,,
47189,,,,,,,,,,,Fiestas del Caimán,2026-01-20,,,,,,,,,,,,,
47205,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
47245,,,,,,,,,,,Fiestas de la Virgen de la Candelaria,2026-02-02,,,,,,,,,,,,,
47258,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
47268,,,,,,,,,,,Fiestas de San Juan Bautista,2026-06-24,,,,,,,,,,,,,
47288,,,,,,,,,,,Fiestas de San Rafael,2026-10-24,,,,,,,,,,,,,
47318,,,,,,,,,,,Fiestas de San Pedro,2026-06-29,,,,,,,,,,,,,
47460,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
47541,,,,,,,,,,,,,,,,,,,,,,,,,
47545,,,,,,,,,,,,,,,,,,,,,,,,,
47551,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
47551,,,,,,,,,,,Fiestas del Mar,2026-07-20,,,,,,,,,,,,,
47555,,,,,,,,,,,Fiestas de la Virgen de la Candelaria,2026-02-02,,,,,,,,,,,,,
47570,,,,,,,,,,,,,,,,,,,,,,,,,
47605,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
47660,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
47675,,,,,,,,,,,Fiestas de San Pedro,2026-06-29,,,,,,,,,,,,,
47692,,,,,,,,,,,,,,,,,,,,,,,,,
47703,,,,,,,,,,,,,,,,,,,,,,,,,
47707,,,,,,,,,,,Fiestas de Santa Ana,2026-07-26,,,,,,,,,,,,,
47720,,,,,,,,,,,,,,,,,,,,,,,,,
47745,,,,,,,,,,,Fiestas del Río Magdalena,2026-08-10,,,,,,,,,,,,,
47798,,,,,,,,,,,Fiestas de San Sebastián,2026-01-20,,,,,,,,,,,,,
47960,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
47980,,,,,,,,,,,,,,,,,,,,,,,,,
50001,,,,,,,,,,,Torneo Internacional del Joropo,2026-06-25,,,,,,,,,,,,,
50006,,,,,,,,,,,Fiestas del Retorno,2026-01-03,,,,,,,,,,,,,
50110,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
50124,,,,,,,,,,,Fiestas de San Pedro,2026-06-29,,,,,,,,,,,,,
50150,,,,,,,,,,,Fiestas del Petróleo,2026-08-10,,,,,,,,,,,,,
50223,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
50226,,,,,,,,,,,Fiestas del Retorno,2026-12-26,,,,,,,,,,,,,
50245,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
50251,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
50270,,,,,,,,,,,Fiestas de San Pedro,2026-06-29,,,,,,,,,,,,,
50287,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
50313,,,,,,,,,,,Fiestas del Retorno,2026-12-26,,,,,,,,,,,,,
50318,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
50325,,,,,,,,,,,Fiestas de San Pedro,2026-06-29,,,,,,,,,,,,,
50330,,,,,,,,,,,Fiestas del Retorno,2026-12-26,,,,,,,,,,,,,
50350,,,,,,,,,,,Fiestas del Yarí,2026-08-10,,,,,,,,,,,,,
50370,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
50400,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
50450,,,,,,,,,,,Fiestas del Retorno,2026-12-26,,,,,,,,,,,,,
50568,,,,,,,,,,,Festival de Verano,2026-01-10,,,,,,,,,,,,,
50573,,,,,,,,,,,Festival del Canoero,2026-08-15,,,,,,,,,,,,,
50577,,,,,,,,,,,Fiestas de San Pedro,2026-06-29,,,,,,,,,,,,,
50590,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
50606,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
50680,,,,,,,,,,,Fiestas de San Pedro,2026-06-29,,,,,,,,,,,,,
50683,,,,,,,,,,,Fiestas de San Juan Bautista,2026-06-24,,,,,,,,,,,,,
50686,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
50689,,,,,,,,,,,Festival Internacional Folclórico y Turístico del Llano,2026-11-10,,,,,,,,,,,,,
50711,,,,,,,,,,,Fiestas del Retorno,2026-12-26,,,,,,,,,,,,,
52001,,,,,,,,,,,,,,,,,,,,,,,,,
52019,,,,,,,,,,,,,,,,,,,,,,,,,
52022,,,,,,,,,,,,,,,,,,,,,,,,,
52036,,,,,,,,,,,,,,,,,,,,,,,,,
52051,,,,,,,,,,,,,,,,,,,,,,,,,
52079,,,,,,,,,,,,,,,,,,,,,,,,,
52083,,,,,,,,,,,,,,,,,,,,,,,,,
52110,,,,,,,,,,,,,,,,,,,,,,,,,
52203,,,,,,,,,,,,,,,,,,,,,,,,,
52207,,,,,,,,,,,,,,,,,,,,,,,,,
52210,,,,,,,,,,,,,,,,,,,,,,,,,
52215,,,,,,,,,,,,,,,,,,,,,,,,,
52224,,,,,,,,,,,,,,,,,,,,,,,,,
52227,,,,,,,,,,,,,,,,,,,,,,,,,
52233,,,,,,,,,,,,,,,,,,,,,,,,,
52240,,,,,,,,,,,,,,,,,,,,,,,,,
52250,,,,,,,,,,,,,,,,,,,,,,,,,
52254,,,,,,,,,,,,,,,,,,,,,,,,,
52256,,,,,,,,,,,,,,,,,,,,,,,,,
52258,,,,,,,,,,,,,,,,,,,,,,,,,
52260,,,,,,,,,,,,,,,,,,,,,,,,,
52287,,,,,,,,,,,,,,,,,,,,,,,,,
52317,,,,,,,,,,,,,,,,,,,,,,,,,
52320,,,,,,,,,,,,,,,,,,,,,,,,,
52323,,,,,,,,,,,,,,,,,,,,,,,,,
52352,,,,,,,,,,,,,,,,,,,,,,,,,
52354,,,,,,,,,,,,,,,,,,,,,,,,,
52356,,,,,,,,,,,,,,,,,,,,,,,,,
52378,,,,,,,,,,,,,,,,,,,,,,,,,
52381,,,,,,,,,,,,,,,,,,,,,,,,,
52385,,,,,,,,,,,,,,,,,,,,,,,,,
52390,,,,,,,,,,,,,,,,,,,,,,,,,
52399,,,,,,,,,,,,,,,,,,,,,,,,,
52405,,,,,,,,,,,,,,,,,,,,,,,,,
52411,,,,,,,,,,,,,,,,,,,,,,,,,
52418,,,,,,,,,,,,,,,,,,,,,,,,,
52427,,,,,,,,,,,,,,,,,,,,,,,,,
52435,,,,,,,,,,,,,,,,,,,,,,,,,
52473,,,,,,,,,,,,,,,,,,,,,,,,,
52480,,,,,,,,,,,,,,,,,,,,,,,,,
52490,,,,,,,,,,,,,,,,,,,,,,,,,
52506,,,,,,,,,,,,,,,,,,,,,,,,,
52520,,,,,,,,,,,,,,,,,,,,,,,,,
52540,,,,,,,,,,,,,,,,,,,,,,,,,
52560,,,,,,,,,,,,,,,,,,,,,,,,,
52565,,,,,,,,,,,,,,,,,,,,,,,,,
52573,,,,,,,,,,,,,,,,,,,,,,,,,
52585,,,,,,,,,,,,,,,,,,,,,,,,,
52612,,,,,,,,,,,,,,,,,,,,,,,,,
52621,,,,,,,,,,,,,,,,,,,,,,,,,
52678,,,,,,,,,,,,,,,,,,,,,,,,,
52683,,,,,,,,,,,,,,,,,,,,,,,,,
52685,,,,,,,,,,,,,,,,,,,,,,,,,
52687,,,,,,,,,,,,,,,,,,,,,,,,,
52693,,,,,,,,,,,,,,,,,,,,,,,,,
52694,,,,,,,,,,,,,,,,,,,,,,,,,
52696,,,,,,,,,,,,,,,,,,,,,,,,,
52699,,,,,,,,,,,,,,,,,,,,,,,,,
52720,,,,,,,,,,,,,,,,,,,,,,,,,
52786,,,,,,,,,,,,,,,,,,,,,,,,,
52788,,,,,,,,,,,,,,,,,,,,,,,,,
52835,,,,,,,,,,,,,,,,,,,,,,,,,
52838,,,,,,,,,,,,,,,,,,,,,,,,,
52885,,,,,,,,,,,,,,,,,,,,,,,,,
54001,,,,,,,,,,,Feria de Cúcuta,2026-07-15,,,,,,,,,,,,,
54003,,,,,,,,,,,Fiestas de San José,2026-03-19,,,,,,,,,,,,,
54051,,,,,,,,,,,Fiestas de la Virgen del Carmen,2026-07-16,,,,,,,,,,,,,
54099,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
54109,,,,,,,,,,,Fiestas de San Juan Bautista,2026-06-24,,,,,,,,,,,,,
54125,,,,,,,,,,,Fiestas de San Pedro,2026-06-29,,,,,,,,,,,,,
54128,,,,,,,,,,,Fiestas de la Virgen del Carmen,2026-07-16,,,,,,,,,,,,,
54172,,,,,,,,,,,Fiestas del Retorno,2026-12-26,,,,,,,,,,,,,
54174,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
54206,,,,,,,,,,,Fiestas de San José,2026-03-19,,,,,,,,,,,,,
54223,,,,,,,,,,,Fiestas de San Pedro,2026-06-29,,,,,,,,,,,,,
54239,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
54245,,,,,,,,,,,Fiestas de la Virgen del Carmen,2026-07-16,,,,,,,,,,,,,
54250,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
54261,,,,,,,,,,,Fiestas del Retorno,2026-12-27,,,,,,,,,,,,,
54313,,,,,,,,,,,Fiestas de San Rafael,2026-10-24,,,,,,,,,,,,,
54344,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
54347,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
54377,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
54385,,,,,,,,,,,Fiestas de la Virgen del Carmen,2026-07-16,,,,,,,,,,,,,
54398,,,,,,,,,,,Fiestas de San José,2026-03-19,,,,,,,,,,,,,
54405,,,,,,,,,,,Fiestas de San Pablo,2026-06-29,,,,,,,,,,,,,
54418,,,,,,,,,,,Fiestas de Nuestra Señora de Lourdes,2026-02-11,,,,,,,,,,,,,
54480,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
54498,,,,,,,,,,,Fiestas de la Virgen de Torcoroma,2026-08-15,,,,,,,,,,,,,
54518,,,,,,,,,,,Fiestas de San Pedro y San Pablo,2026-06-29,,,,,,,,,,,,,
54520,,,,,,,,,,,Fiestas de San Pedro,2026-06-29,,,,,,,,,,,,,
54553,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
54599,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
54660,,,,,,,,,,,Fiestas de San Pablo,2026-06-29,,,,,,,,,,,,,
54670,,,,,,,,,,,Fiestas de San Calixto,2026-10-14,,,,,,,,,,,,,
54673,,,,,,,,,,,Fiestas de San Cayetano,2026-08-07,,,,,,,,,,,,,
54680,,,,,,,,,,,Fiestas de Santiago Apóstol,2026-07-25,,,,,,,,,,,,,
54720,,,,,,,,,,,Fiestas de San Martín de Porres,2026-11-03,,,,,,,,,,,,,
54743,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
54800,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
54810,,,,,,,,,,,Fiestas del Petróleo,2026-08-10,,,,,,,,,,,,,
54820,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
54871,,,,,,,,,,,Fiestas de San Pedro,2026-06-29,,,,,,,,,,,,,
54874,,,,,,,,,,,Fiestas de la Virgen del Rosario,2026-10-07,,,,,,,,,,,,,
63001,,,,,,,,,,,Fiestas Aniversarias de Armenia,2026-10-14,,,,,,,,,,,,,
63001,,,,,,,,,,,Reinado Departamental del Café,2026-10-16,,,,,,,,,,,,,
63111,,,,,,,,,,,,,,,,,,,,,,,,,
63130,,,,,,,,,,,,,,,,,,,,,,,,,
63190,,,,,,,,,,,,,,,,,,,,,,,,,
63212,,,,,,,,,,,,,,,,,,,,,,,,,
63272,,,,,,,,,,,,,,,,,,,,,,,,,
63302,,,,,,,,,,,,,,,,,,,,,,,,,
63401,,,,,,,,,,,,,,,,,,,,,,,,,
63470,,,,,,,,,,,,,,,,,,,,,,,,,
63548,,,,,,,,,,,,,,,,,,,,,,,,,
63594,,,,,,,,,,,,,,,,,,,,,,,,,
63690,,,,,,,,,,,,,,,,,,,,,,,,,
66001,,,,,,,,,,,Fiestas de la Cosecha,2026-08-15,,,,,,,,,,,,,
66001,,,,,,,,,,,Desfile de Jeep Willys,2026-08-20,,,,,,,,,,,,,
66045,,,,,,,,,,,,,,,,,,,,,,,,,
66075,,,,,,,,,,,,,,,,,,,,,,,,,
66088,,,,,,,,,,,,,,,,,,,,,,,,,
66170,,,,,,,,,,,,,,,,,,,,,,,,,
66318,,,,,,,,,,,,,,,,,,,,,,,,,
66383,,,,,,,,,,,,,,,,,,,,,,,,,
66400,,,,,,,,,,,,,,,,,,,,,,,,,
66440,,,,,,,,,,,,,,,,,,,,,,,,,
66456,,,,,,,,,,,,,,,,,,,,,,,,,
66572,,,,,,,,,,,,,,,,,,,,,,,,,
66594,,,,,,,,,,,,,,,,,,,,,,,,,
66682,,,,,,,,,,,,,,,,,,,,,,,,,
66687,,,,,,,,,,,,,,,,,,,,,,,,,
68001,,,,,,,,,,,Feria Bonita,2026-09-10,,,,,,,,,,,,,
68001,,,,,,,,,,,Festival de Colonias,2026-09-12,,,,,,,,,,,,,
68013,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
68020,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
68051,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
68077,,,,,,,,,,,Fiestas de la Virgen del Carmen,2026-07-16,,,,,,,,,,,,,
68079,,,,,,,,,,,Fiestas de la Virgen del Carmen,2026-07-16,,,,,,,,,,,,,
68081,,,,,,,,,,,Fiestas del Petróleo,2026-08-10,,,,,,,,,,,,,
68092,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
68101,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
68121,,,,,,,,,,,Fiestas de San Pedro,2026-06-29,,,,,,,,,,,,,
68132,,,,,,,,,,,Fiestas de la Virgen del Carmen,2026-07-16,,,,,,,,,,,,,
68147,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
68152,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
68160,,,,,,,,,,,Fiestas de San Pedro,2026-06-29,,,,,,,,,,,,,
68162,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
68167,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
68169,,,,,,,,,,,Fiestas de la Virgen del Carmen,2026-07-16,,,,,,,,,,,,,
68176,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
68179,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
68190,,,,,,,,,,,Fiestas del Retorno,2026-12-26,,,,,,,,,,,,,
68207,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
68209,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
68211,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
68217,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
68229,,,,,,,,,,,Fiestas de la Virgen del Carmen,2026-07-16,,,,,,,,,,,,,
68235,,,,,,,,,,,Fiestas del Retorno,2026-12-26,,,,,,,,,,,,,
68245,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
68250,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
68255,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
68264,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
68266,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
68271,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
68276,,,,,,,,,,,Fiestas de San Juan,2026-06-24,,,,,,,,,,,,,
68296,,,,,,,,,,,,,,,,,,,,,,,,,
68298,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
68307,,,,,,,,,,,Fiestas de San Juan Bautista,2026-06-24,,,,,,,,,,,,,
68318,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
68320,,,,,,,,,,,,,,,,,,,,,,,,,
68322,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
68324,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
68327,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
68344,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
68368,,,,,,,,,,,,,,,,,,,,,,,,,
68370,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
68377,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
68385,,,,,,,,,,,Fiestas del Retorno,2026-12-26,,,,,,,,,,,,,
68397,,,,,,,,,,,Fiestas de San Pedro,2026-06-29,,,,,,,,,,,,,
68406,,,,,,,,,,,Fiestas de la Virgen del Carmen,2026-07-16,,,,,,,,,,,,,
68418,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
68425,,,,,,,,,,,,,,,,,,,,,,,,,
68432,,,,,,,,,,,Fiestas de San Jerónimo,2026-09-30,,,,,,,,,,,,,
68444,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
68464,,,,,,,,,,,Fiestas de San Pedro,2026-06-29,,,,,,,,,,,,,
68468,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
68498,,,,,,,,,,,,,,,,,,,,,,,,,
68500,,,,,,,,,,,,,,,,,,,,,,,,,
68502,,,,,,,,,,,,,,,,,,,,,,,,,
68522,,,,,,,,,,,,,,,,,,,,,,,,,
68524,,,,,,,,,,,,,,,,,,,,,,,,,
68533,,,,,,,,,,,,,,,,,,,,,,,,,
68547,,,,,,,,,,,,,,,,,,,,,,,,,
68549,,,,,,,,,,,,,,,,,,,,,,,,,
68572,,,,,,,,,,,,,,,,,,,,,,,,,
68573,,,,,,,,,,,,,,,,,,,,,,,,,
68575,,,,,,,,,,,,,,,,,,,,,,,,,
68615,,,,,,,,,,,,,,,,,,,,,,,,,
68655,,,,,,,,,,,,,,,,,,,,,,,,,
68669,,,,,,,,,,,,,,,,,,,,,,,,,
68673,,,,,,,,,,,,,,,,,,,,,,,,,
68679,,,,,,,,,,,,,,,,,,,,,,,,,
68682,,,,,,,,,,,,,,,,,,,,,,,,,
68684,,,,,,,,,,,,,,,,,,,,,,,,,
68686,,,,,,,,,,,,,,,,,,,,,,,,,
68689,,,,,,,,,,,,,,,,,,,,,,,,,
68705,,,,,,,,,,,,,,,,,,,,,,,,,
68720,,,,,,,,,,,,,,,,,,,,,,,,,
68745,,,,,,,,,,,,,,,,,,,,,,,,,
68755,,,,,,,,,,,,,,,,,,,,,,,,,
68770,,,,,,,,,,,,,,,,,,,,,,,,,
68773,,,,,,,,,,,,,,,,,,,,,,,,,
68780,,,,,,,,,,,,,,,,,,,,,,,,,
68820,,,,,,,,,,,,,,,,,,,,,,,,,
68855,,,,,,,,,,,,,,,,,,,,,,,,,
68861,,,,,,,,,,,,,,,,,,,,,,,,,
68867,,,,,,,,,,,,,,,,,,,,,,,,,
68872,,,,,,,,,,,,,,,,,,,,,,,,,
68895,,,,,,,,,,,,,,,,,,,,,,,,,
70001,,,,,,,,,,,,,,,,,,,,,,,,,
70110,,,,,,,,,,,,,,,,,,,,,,,,,
70124,,,,,,,,,,,,,,,,,,,,,,,,,
70204,,,,,,,,,,,,,,,,,,,,,,,,,
70215,,,,,,,,,,,,,,,,,,,,,,,,,
70221,,,,,,,,,,,,,,,,,,,,,,,,,
70230,,,,,,,,,,,,,,,,,,,,,,,,,
70233,,,,,,,,,,,,,,,,,,,,,,,,,
70235,,,,,,,,,,,,,,,,,,,,,,,,,
70265,,,,,,,,,,,,,,,,,,,,,,,,,
70400,,,,,,,,,,,,,,,,,,,,,,,,,
70418,,,,,,,,,,,,,,,,,,,,,,,,,
70429,,,,,,,,,,,,,,,,,,,,,,,,,
70473,,,,,,,,,,,,,,,,,,,,,,,,,
70508,,,,,,,,,,,,,,,,,,,,,,,,,
70523,,,,,,,,,,,,,,,,,,,,,,,,,
70670,,,,,,,,,,,,,,,,,,,,,,,,,
70678,,,,,,,,,,,,,,,,,,,,,,,,,
70702,,,,,,,,,,,,,,,,,,,,,,,,,
70708,,,,,,,,,,,,,,,,,,,,,,,,,
70713,,,,,,,,,,,,,,,,,,,,,,,,,
70717,,,,,,,,,,,,,,,,,,,,,,,,,
70742,,,,,,,,,,,,,,,,,,,,,,,,,
70771,,,,,,,,,,,,,,,,,,,,,,,,,
