codigo_dane,departamento,municipio,festival,descripcion,fecha_inicio,fecha_fin,status,fuente
52317,Nariño,Guachucal,Fiestas de Guachucal,,,,pendiente,Generado automáticamente
52320,Nariño,Guaitarilla,Fiestas de Guaitarilla,,,,pendiente,Generado automáticamente
52323,Nariño,Gualmatán,Fiestas de Gualmatán,,,,pendiente,Generado automáticamente
52352,Nariño,Iles,Fiestas de Iles,,,,pendiente,Generado automáticamente
52354,Nariño,Imués,Fiestas de Imués,,,,pendiente,Generado automáticamente
52356,Nariño,Ipiales,Fiestas de Ipiales,,,,pendiente,Generado automáticamente
52378,Nariño,La Cruz,Fiestas de La Cruz,,,,pendiente,Generado automáticamente
52381,Nariño,La Florida,Fiestas de La Florida,,,,pendiente,Generado automáticamente
52390,Nariño,La Tola,Fiestas de La Tola,,,,pendiente,Generado automáticamente
52399,Nariño,La Unión,Fiestas de La Unión,,,,pendiente,Generado automáticamente
52405,Nariño,Leiva,Fiestas de Leiva,,,,pendiente,Generado automáticamente
52411,Nariño,Linares,Fiestas de Linares,,,,pendiente,Generado automáticamente
52418,Nariño,Los Andes,Fiestas de Los Andes,,,,pendiente,Generado automáticamente
52427,Nariño,Magüi,Fiestas de Magüi,,,,pendiente,Generado automáticamente
52435,Nariño,Mallama,Fiestas de Mallama,,,,pendiente,Generado automáticamente
52473,Nariño,Mosquera,Fiestas de Mosquera,,,,pendiente,Generado automáticamente
52480,Nariño,Nariño,Fiestas de Nariño,,,,pendiente,Generado automáticamente
52490,Nariño,Olaya Herrera,Fiestas de Olaya Herrera,,,,pendiente,Generado automáticamente
52506,Nariño,Ospina,Fiestas de Ospina,,,,pendiente,Generado automáticamente
52520,Nariño,Francisco Pizarro,Fiestas de Francisco Pizarro,,,,pendiente,Generado automáticamente
52560,Nariño,Potosí,Fiestas de Potosí,,,,pendiente,Generado automáticamente
52565,Nariño,Providencia,Fiestas de Providencia,,,,pendiente,Generado automáticamente
52573,Nariño,Puerres,Fiestas de Puerres,,,,pendiente,Generado automáticamente
52585,Nariño,Pupiales,Fiestas de Pupiales,,,,pendiente,Generado automáticamente
52612,Nariño,Ricaurte,Fiestas de Ricaurte,,,,pendiente,Generado automáticamente
52621,Nariño,Roberto Payán,Fiestas de Roberto Payán,,,,pendiente,Generado automáticamente
52678,Nariño,Samaniego,Fiestas de Samaniego,,,,pendiente,Generado automáticamente
52683,Nariño,Sandoná,Fiestas de Sandoná,,,,pendiente,Generado automáticamente
52685,Nariño,San Bernardo,Fiestas de San Bernardo,,,,pendiente,Generado automáticamente
52687,Nariño,San Lorenzo,Fiestas de San Lorenzo,,,,pendiente,Generado automáticamente
52693,Nariño,San Pablo,Fiestas de San Pablo,,,,pendiente,Generado automáticamente
52696,Nariño,Santa Bárbara,Fiestas de Santa Bárbara,,,,pendiente,Generado automáticamente
52699,Nariño,Santacruz,Fiestas de Santacruz,,,,pendiente,Generado automáticamente
52720,Nariño,Sapuyes,Fiestas de Sapuyes,,,,pendiente,Generado automáticamente
52786,Nariño,Taminango,Fiestas de Taminango,,,,pendiente,Generado automáticamente
52788,Nariño,Tangua,Fiestas de Tangua,,,,pendiente,Generado automáticamente
52835,Nariño,San Andres de Tumaco,Fiestas de San Andres de Tumaco,,,,pendiente,Generado automáticamente
52838,Nariño,Túquerres,Fiestas de Túquerres,,,,pendiente,Generado automáticamente
52885,Nariño,Yacuanquer,Fiestas de Yacuanquer,,,,pendiente,Generado automáticamente
54003,Norte De Santander,Abrego,Fiestas de Abrego,,,,pendiente,Generado automáticamente
54051,Norte De Santander,Arboledas,Fiestas de Arboledas,,,,pendiente,Generado automáticamente
54099,Norte De Santander,Bochalema,Fiestas de Bochalema,,,,pendiente,Generado automáticamente
54109,Norte De Santander,Bucarasica,Fiestas de Bucarasica,,,,pendiente,Generado automáticamente
54125,Norte De Santander,Cácota,Fiestas de Cácota,,,,pendiente,Generado automáticamente
54128,Norte De Santander,Cachirá,Fiestas de Cachirá,,,,pendiente,Generado automáticamente
54172,Norte De Santander,Chinácota,Fiestas de Chinácota,,,,pendiente,Generado automáticamente
54174,Norte De Santander,Chitagá,Fiestas de Chitagá,,,,pendiente,Generado automáticamente
54206,Norte De Santander,Convención,Fiestas de Convención,,,,pendiente,Generado automáticamente
54239,Norte De Santander,Durania,Fiestas de Durania,,,,pendiente,Generado automáticamente
54245,Norte De Santander,El Carmen,Fiestas de El Carmen,,,,pendiente,Generado automáticamente
54250,Norte De Santander,El Tarra,Fiestas de El Tarra,,,,pendiente,Generado automáticamente
54261,Norte De Santander,El Zulia,Fiestas de El Zulia,,,,pendiente,Generado automáticamente
54313,Norte De Santander,Gramalote,Fiestas de Gramalote,,,,pendiente,Generado automáticamente
54344,Norte De Santander,Hacarí,Fiestas de Hacarí,,,,pendiente,Generado automáticamente
54347,Norte De Santander,Herrán,Fiestas de Herrán,,,,pendiente,Generado automáticamente
54377,Norte De Santander,Labateca,Fiestas de Labateca,,,,pendiente,Generado automáticamente
54385,Norte De Santander,La Esperanza,Fiestas de La Esperanza,,,,pendiente,Generado automáticamente
54398,Norte De Santander,La Playa,Fiestas de La Playa,,,,pendiente,Generado automáticamente
54405,Norte De Santander,Los Patios,Fiestas de Los Patios,,,,pendiente,Generado automáticamente
54418,Norte De Santander,Lourdes,Fiestas de Lourdes,,,,pendiente,Generado automáticamente
54480,Norte De Santander,Mutiscua,Fiestas de Mutiscua,,,,pendiente,Generado automáticamente
54498,Norte De Santander,Ocaña,Fiestas de Ocaña,,,,pendiente,Generado automáticamente
54518,Norte De Santander,Pamplona,Fiestas de Pamplona,,,,pendiente,Generado automáticamente
54520,Norte De Santander,Pamplonita,Fiestas de Pamplonita,,,,pendiente,Generado automáticamente
54599,Norte De Santander,Ragonvalia,Fiestas de Ragonvalia,,,,pendiente,Generado automáticamente
54660,Norte De Santander,Salazar,Fiestas de Salazar,,,,pendiente,Generado automáticamente
54670,Norte De Santander,San Calixto,Fiestas de San Calixto,,,,pendiente,Generado automáticamente
54673,Norte De Santander,San Cayetano,Fiestas de San Cayetano,,,,pendiente,Generado automáticamente
54680,Norte De Santander,Santiago,Fiestas de Santiago,,,,pendiente,Generado automáticamente
54720,Norte De Santander,Sardinata,Fiestas de Sardinata,,,,pendiente,Generado automáticamente
54743,Norte De Santander,Silos,Fiestas de Silos,,,,pendiente,Generado automáticamente
54800,Norte De Santander,Teorama,Fiestas de Teorama,,,,pendiente,Generado automáticamente
54810,Norte De Santander,Tibú,Fiestas de Tibú,,,,pendiente,Generado automáticamente
54820,Norte De Santander,Toledo,Fiestas de Toledo,,,,pendiente,Generado automáticamente
54871,Norte De Santander,Villa Caro,Fiestas de Villa Caro,,,,pendiente,Generado automáticamente
54874,Norte De Santander,Villa del Rosario,Fiestas de Villa del Rosario,,,,pendiente,Generado automáticamente
63111,Quindio,Buenavista,Fiestas de Buenavista,,,,pendiente,Generado automáticamente
63130,Quindio,Calarca,Fiestas de Calarca,,,,pendiente,Generado automáticamente
63190,Quindio,Circasia,Fiestas de Circasia,,,,pendiente,Generado automáticamente
63212,Quindio,Córdoba,Fiestas de Córdoba,,,,pendiente,Generado automáticamente
63272,Quindio,Filandia,Fiestas de Filandia,,,,pendiente,Generado automáticamente
63302,Quindio,Génova,Fiestas de Génova,,,,pendiente,Generado automáticamente
63401,Quindio,La Tebaida,Fiestas de La Tebaida,,,,pendiente,Generado automáticamente
63470,Quindio,Montenegro,Fiestas de Montenegro,,,,pendiente,Generado automáticamente
63548,Quindio,Pijao,Fiestas de Pijao,,,,pendiente,Generado automáticamente
63594,Quindio,Quimbaya,Fiestas de Quimbaya,,,,pendiente,Generado automáticamente
63690,Quindio,Salento,Fiestas de Salento,,,,pendiente,Generado automáticamente
66045,Risaralda,Apía,Fiestas de Apía,,,,pendiente,Generado automáticamente
66075,Risaralda,Balboa,Fiestas de Balboa,,,,pendiente,Generado automáticamente
66088,Risaralda,Belén de Umbría,Fiestas de Belén de Umbría,,,,pendiente,Generado automáticamente
66170,Risaralda,Dosquebradas,Fiestas de Dosquebradas,,,,pendiente,Generado automáticamente
66318,Risaralda,Guática,Fiestas de Guática,,,,pendiente,Generado automáticamente
66383,Risaralda,La Celia,Fiestas de La Celia,,,,pendiente,Generado automáticamente
66400,Risaralda,La Virginia,Fiestas de La Virginia,,,,pendiente,Generado automáticamente
66440,Risaralda,Marsella,Fiestas de Marsella,,,,pendiente,Generado automáticamente
66456,Risaralda,Mistrató,Fiestas de Mistrató,,,,pendiente,Generado automáticamente
66572,Risaralda,Pueblo Rico,Fiestas de Pueblo Rico,,,,pendiente,Generado automáticamente
66594,Risaralda,Quinchía,Fiestas de Quinchía,,,,pendiente,Generado automáticamente
66682,Risaralda,Santa Rosa de Cabal,Fiestas de Santa Rosa de Cabal,,,,pendiente,Generado automáticamente
66687,Risaralda,Santuario,Fiestas de Santuario,,,,pendiente,Generado automáticamente
68013,Santander,Aguada,Fiestas de Aguada,,,,pendiente,Generado automáticamente
68020,Santander,Albania,Fiestas de Albania,,,,pendiente,Generado automáticamente
68077,Santander,Barbosa,Fiestas de Barbosa,,,,pendiente,Generado automáticamente
68079,Santander,Barichara,Fiestas de Barichara,,,,pendiente,Generado automáticamente
68081,Santander,Barrancabermeja,Fiestas de Barrancabermeja,,,,pendiente,Generado automáticamente
68092,Santander,Betulia,Fiestas de Betulia,,,,pendiente,Generado automáticamente
68101,Santander,Bolívar,Fiestas de Bolívar,,,,pendiente,Generado automáticamente
68121,Santander,Cabrera,Fiestas de Cabrera,,,,pendiente,Generado automáticamente
68132,Santander,California,Fiestas de California,,,,pendiente,Generado automáticamente
68147,Santander,Capitanejo,Fiestas de Capitanejo,,,,pendiente,Generado automáticamente
68152,Santander,Carcasí,Fiestas de Carcasí,,,,pendiente,Generado automáticamente
68160,Santander,Cepitá,Fiestas de Cepitá,,,,pendiente,Generado automáticamente
68162,Santander,Cerrito,Fiestas de Cerrito,,,,pendiente,Generado automáticamente
68167,Santander,Charalá,Fiestas de Charalá,,,,pendiente,Generado automáticamente
68169,Santander,Charta,Fiestas de Charta,,,,pendiente,Generado automáticamente
68176,Santander,Chima,Fiestas de Chima,,,,pendiente,Generado automáticamente
68179,Santander,Chipatá,Fiestas de Chipatá,,,,pendiente,Generado automáticamente
68190,Santander,Cimitarra,Fiestas de Cimitarra,,,,pendiente,Generado automáticamente
68209,Santander,Confines,Fiestas de Confines,,,,pendiente,Generado automáticamente
68211,Santander,Contratación,Fiestas de Contratación,,,,pendiente,Generado automáticamente
68217,Santander,Coromoro,Fiestas de Coromoro,,,,pendiente,Generado automáticamente
68229,Santander,Curití,Fiestas de Curití,,,,pendiente,Generado automáticamente
68235,Santander,El Carmen de Chucurí,Fiestas de El Carmen de Chucurí,,,,pendiente,Generado automáticamente
68245,Santander,El Guacamayo,Fiestas de El Guacamayo,,,,pendiente,Generado automáticamente
68250,Santander,El Peñón,Fiestas de El Peñón,,,,pendiente,Generado automáticamente
54001,Norte de Santander,Cucuta,Fiestas de Cucuta,,,,pendiente,Generado automáticamente
05091,Antioquia,Betania,Fiestas de Betania,,,,pendiente,Generado automáticamente
05172,Antioquia,Chigorodó,Fiestas de Chigorodó,,,,pendiente,Generado automáticamente
05313,Antioquia,Granada,Fiestas de Granada,,,,pendiente,Generado automáticamente
05467,Antioquia,Montebello,Fiestas de Montebello,,,,pendiente,Generado automáticamente
05631,Antioquia,Sabaneta,Fiestas de Sabaneta,,,,pendiente,Generado automáticamente
05649,Antioquia,San Carlos,Fiestas de San Carlos,,,,pendiente,Generado automáticamente
05674,Antioquia,San Vicente,Fiestas de San Vicente,,,,pendiente,Generado automáticamente
05856,Antioquia,Valparaíso,Fiestas de Valparaíso,,,,pendiente,Generado automáticamente
08433,Atlántico,Malambo,Fiestas de Malambo,,,,pendiente,Generado automáticamente
08573,Atlántico,Puerto Colombia,Fiestas de Puerto Colombia,,,,pendiente,Generado automáticamente
13212,Bolívar,Córdoba,Fiestas de Córdoba,,,,pendiente,Generado automáticamente
13620,Bolívar,San Cristóbal,Fiestas de San Cristóbal,,,,pendiente,Generado automáticamente
13873,Bolívar,Villanueva,Fiestas de Villanueva,,,,pendiente,Generado automáticamente
15172,Boyacá,Chinavita,Fiestas de Chinavita,,,,pendiente,Generado automáticamente
15244,Boyacá,El Cocuy,Fiestas de El Cocuy,,,,pendiente,Generado automáticamente
15403,Boyacá,La Uvita,Fiestas de La Uvita,,,,pendiente,Generado automáticamente
15494,Boyacá,Nuevo Colón,Fiestas de Nuevo Colón,,,,pendiente,Generado automáticamente
15511,Boyacá,Pachavita,Fiestas de Pachavita,,,,pendiente,Generado automáticamente
15638,Boyacá,Sáchica,Fiestas de Sáchica,,,,pendiente,Generado automáticamente
15759,Boyacá,Sogamoso,Fiestas de Sogamoso,,,,pendiente,Generado automáticamente
15822,Boyacá,Tota,Fiestas de Tota,,,,pendiente,Generado automáticamente
17088,Caldas,Belalcázar,Fiestas de Belalcázar,,,,pendiente,Generado automáticamente
17665,Caldas,San José,Fiestas de San José,,,,pendiente,Generado automáticamente
18610,Caquetá,San José del Fragua,Fiestas de San José del Fragua,,,,pendiente,Generado automáticamente
19397,Cauca,La Vega,Fiestas de La Vega,,,,pendiente,Generado automáticamente
19473,Cauca,Morales,Fiestas de Morales,,,,pendiente,Generado automáticamente
19693,Cauca,San Sebastián,Fiestas de San Sebastián,,,,pendiente,Generado automáticamente
20175,Cesar,Chimichagua,Fiestas de Chimichagua,,,,pendiente,Generado automáticamente
20770,Cesar,San Martín,Fiestas de San Martín,,,,pendiente,Generado automáticamente
23500,Córdoba,Moñitos,Fiestas de Moñitos,,,,pendiente,Generado automáticamente
25040,Cundinamarca,Anolaima,Fiestas de Anolaima,,,,pendiente,Generado automáticamente
25214,Cundinamarca,Cota,Fiestas de Cota,,,,pendiente,Generado automáticamente
25317,Cundinamarca,Guachetá,Fiestas de Guachetá,,,,pendiente,Generado automáticamente
25438,Cundinamarca,Medina,Fiestas de Medina,,,,pendiente,Generado automáticamente
25518,Cundinamarca,Paime,Fiestas de Paime,,,,pendiente,Generado automáticamente
25662,Cundinamarca,San Juan de Río Seco,Fiestas de San Juan de Río Seco,,,,pendiente,Generado automáticamente
25841,Cundinamarca,Ubaque,Fiestas de Ubaque,,,,pendiente,Generado automáticamente
27075,Chocó,Bahía Solano,Fiestas de Bahía Solano,,,,pendiente,Generado automáticamente
27580,Chocó,Río Iro,Fiestas de Río Iro,,,,pendiente,Generado automáticamente
41132,Huila,Campoalegre,Fiestas de Campoalegre,,,,pendiente,Generado automáticamente
41551,Huila,Pitalito,Fiestas de Pitalito,,,,pendiente,Generado automáticamente
41797,Huila,Tesalia,Fiestas de Tesalia,,,,pendiente,Generado automáticamente
47053,Magdalena,Aracataca,Fiestas de Aracataca,,,,pendiente,Generado automáticamente
47605,Magdalena,Remolino,Fiestas de Remolino,,,,pendiente,Generado automáticamente
50245,Meta,El Calvario,Fiestas de El Calvario,,,,pendiente,Generado automáticamente
50680,Meta,San Carlos de Guaroa,Fiestas de San Carlos de Guaroa,,,,pendiente,Generado automáticamente
52233,Nariño,Cumbitara,Fiestas de Cumbitara,,,,pendiente,Generado automáticamente
52385,Nariño,La Llanada,Fiestas de La Llanada,,,,pendiente,Generado automáticamente
52540,Nariño,Policarpa,Fiestas de Policarpa,,,,pendiente,Generado automáticamente
52694,Nariño,San Pedro de Cartago,Fiestas de San Pedro de Cartago,,,,pendiente,Generado automáticamente
54223,Norte De Santander,Cucutilla,Fiestas de Cucutilla,,,,pendiente,Generado automáticamente
54553,Norte De Santander,Puerto Santander,Fiestas de Puerto Santander,,,,pendiente,Generado automáticamente
68051,Santander,Aratoca,Fiestas de Aratoca,,,,pendiente,Generado automáticamente
68207,Santander,Concepción,Fiestas de Concepción,,,,pendiente,Generado automáticamente
68255,Santander,El Playón,Fiestas de El Playón,,,,pendiente,Generado automáticamente
68264,Santander,Encino,Fiestas de Encino,,,,pendiente,Generado automáticamente
68266,Santander,Enciso,Fiestas de Enciso,,,,pendiente,Generado automáticamente
68271,Santander,Florián,Fiestas de Florián,,,,pendiente,Generado automáticamente
68276,Santander,Floridablanca,Fiestas de Floridablanca,,,,pendiente,Generado automáticamente
68296,Santander,Galán,Fiestas de Galán,,,,pendiente,Generado automáticamente
68298,Santander,Gambita,Fiestas de Gambita,,,,pendiente,Generado automáticamente
68307,Santander,Girón,Fiestas de Girón,,,,pendiente,Generado automáticamente
68318,Santander,Guaca,Fiestas de Guaca,,,,pendiente,Generado automáticamente
68320,Santander,Guadalupe,Fiestas de Guadalupe,,,,pendiente,Generado automáticamente
68322,Santander,Guapotá,Fiestas de Guapotá,,,,pendiente,Generado automáticamente
68324,Santander,Guavatá,Fiestas de Guavatá,,,,pendiente,Generado automáticamente
68327,Santander,Güepsa,Fiestas de Güepsa,,,,pendiente,Generado automáticamente
68344,Santander,Hato,Fiestas de Hato,,,,pendiente,Generado automáticamente
68368,Santander,Jesús María,Fiestas de Jesús María,,,,pendiente,Generado automáticamente
68370,Santander,Jordán,Fiestas de Jordán,,,,pendiente,Generado automáticamente
68377,Santander,La Belleza,Fiestas de La Belleza,,,,pendiente,Generado automáticamente
68385,Santander,Landázuri,Fiestas de Landázuri,,,,pendiente,Generado automáticamente
68502,Santander,Onzaga,Fiestas de Onzaga,,,,pendiente,Generado automáticamente
68684,Santander,San José de Miranda,Fiestas de San José de Miranda,,,,pendiente,Generado automáticamente
70230,Sucre,Chalán,Fiestas de Chalán,,,,pendiente,Generado automáticamente
70702,Sucre,San Juan de Betulia,Fiestas de San Juan de Betulia,,,,pendiente,Generado automáticamente
73236,Tolima,Dolores,Fiestas de Dolores,,,,pendiente,Generado automáticamente
73483,Tolima,Natagaima,Fiestas de Natagaima,,,,pendiente,Generado automáticamente
73854,Tolima,Valle de San Juan,Fiestas de Valle de San Juan,,,,pendiente,Generado automáticamente
76318,Valle Del Cauca,Guacarí,Fiestas de Guacarí,,,,pendiente,Generado automáticamente
76863,Valle Del Cauca,Versalles,Fiestas de Versalles,,,,pendiente,Generado automáticamente
85225,Casanare,Nunchía,Fiestas de Nunchía,,,,pendiente,Generado automáticamente
86571,Putumayo,Puerto Guzmán,Fiestas de Puerto Guzmán,,,,pendiente,Generado automáticamente
91460,Amazonas,Miriti - Paraná,Fiestas de Miriti - Paraná,,,,pendiente,Generado automáticamente
97777,Vaupés,Papunaua,Fiestas de Papunaua,,,,pendiente,Generado automáticamente
05001,Antioquia,Medellín,Fiestas de Medellín,,,,pendiente,Generado automáticamente
44001,La Guajira,Riohacha,Fiestas de Riohacha,,,,pendiente,Generado automáticamente
66001,Risaralda,Pereira,Fiestas de Pereira,,,,pendiente,Generado automáticamente
68397,Santander,La Paz,Fiestas de La Paz,,,,pendiente,Generado automáticamente
68406,Santander,Lebríja,Fiestas de Lebríja,,,,pendiente,Generado automáticamente
68418,Santander,Los Santos,Fiestas de Los Santos,,,,pendiente,Generado automáticamente
68425,Santander,Macaravita,Fiestas de Macaravita,,,,pendiente,Generado automáticamente
68432,Santander,Málaga,Fiestas de Málaga,,,,pendiente,Generado automáticamente
68444,Santander,Matanza,Fiestas de Matanza,,,,pendiente,Generado automáticamente
68464,Santander,Mogotes,Fiestas de Mogotes,,,,pendiente,Generado automáticamente
68468,Santander,Molagavita,Fiestas de Molagavita,,,,pendiente,Generado automáticamente
68498,Santander,Ocamonte,Fiestas de Ocamonte,,,,pendiente,Generado automáticamente
68500,Santander,Oiba,Fiestas de Oiba,,,,pendiente,Generado automáticamente
68522,Santander,Palmar,Fiestas de Palmar,,,,pendiente,Generado automáticamente
68524,Santander,Palmas del Socorro,Fiestas de Palmas del Socorro,,,,pendiente,Generado automáticamente
68533,Santander,Páramo,Fiestas de Páramo,,,,pendiente,Generado automáticamente
68547,Santander,Piedecuesta,Fiestas de Piedecuesta,,,,pendiente,Generado automáticamente
68549,Santander,Pinchote,Fiestas de Pinchote,,,,pendiente,Generado automáticamente
68572,Santander,Puente Nacional,Fiestas de Puente Nacional,,,,pendiente,Generado automáticamente
68573,Santander,Puerto Parra,Fiestas de Puerto Parra,,,,pendiente,Generado automáticamente
68575,Santander,Puerto Wilches,Fiestas de Puerto Wilches,,,,pendiente,Generado automáticamente
68615,Santander,Rionegro,Fiestas de Rionegro,,,,pendiente,Generado automáticamente
68655,Santander,Sabana de Torres,Fiestas de Sabana de Torres,,,,pendiente,Generado automáticamente
68669,Santander,San Andrés,Fiestas de San Andrés,,,,pendiente,Generado automáticamente
68673,Santander,San Benito,Fiestas de San Benito,,,,pendiente,Generado automáticamente
68679,Santander,San Gil,Fiestas de San Gil,,,,pendiente,Generado automáticamente
68682,Santander,San Joaquín,Fiestas de San Joaquín,,,,pendiente,Generado automáticamente
68686,Santander,San Miguel,Fiestas de San Miguel,,,,pendiente,Generado automáticamente
68689,Santander,San Vicente de Chucurí,Fiestas de San Vicente de Chucurí,,,,pendiente,Generado automáticamente
68705,Santander,Santa Bárbara,Fiestas de Santa Bárbara,,,,pendiente,Generado automáticamente
68720,Santander,Santa Helena del Opón,Fiestas de Santa Helena del Opón,,,,pendiente,Generado automáticamente
68745,Santander,Simacota,Fiestas de Simacota,,,,pendiente,Generado automáticamente
68755,Santander,Socorro,Fiestas de Socorro,,,,pendiente,Generado automáticamente
68770,Santander,Suaita,Fiestas de Suaita,,,,pendiente,Generado automáticamente
68773,Santander,Sucre,Fiestas de Sucre,,,,pendiente,Generado automáticamente
68780,Santander,Suratá,Fiestas de Suratá,,,,pendiente,Generado automáticamente
68820,Santander,Tona,Fiestas de Tona,,,,pendiente,Generado automáticamente
68855,Santander,Valle de San José,Fiestas de Valle de San José,,,,pendiente,Generado automáticamente
68861,Santander,Vélez,Fiestas de Vélez,,,,pendiente,Generado automáticamente
68867,Santander,Vetas,Fiestas de Vetas,,,,pendiente,Generado automáticamente
68872,Santander,Villanueva,Fiestas de Villanueva,,,,pendiente,Generado automáticamente
68895,Santander,Zapatoca,Fiestas de Zapatoca,,,,pendiente,Generado automáticamente
70110,Sucre,Buenavista,Fiestas de Buenavista,,,,pendiente,Generado automáticamente
70204,Sucre,Coloso,Fiestas de Coloso,,,,pendiente,Generado automáticamente
70215,Sucre,Corozal,Fiestas de Corozal,,,,pendiente,Generado automáticamente
70221,Sucre,Coveñas,Fiestas de Coveñas,,,,pendiente,Generado automáticamente
70233,Sucre,El Roble,Fiestas de El Roble,,,,pendiente,Generado automáticamente
70235,Sucre,Galeras,Fiestas de Galeras,,,,pendiente,Generado automáticamente
70265,Sucre,Guaranda,Fiestas de Guaranda,,,,pendiente,Generado automáticamente
70400,Sucre,La Unión,Fiestas de La Unión,,,,pendiente,Generado automáticamente
70418,Sucre,Los Palmitos,Fiestas de Los Palmitos,,,,pendiente,Generado automáticamente
70429,Sucre,Majagual,Fiestas de Majagual,,,,pendiente,Generado automáticamente
70473,Sucre,Morroa,Fiestas de Morroa,,,,pendiente,Generado automáticamente
70508,Sucre,Ovejas,Fiestas de Ovejas,,,,pendiente,Generado automáticamente
70523,Sucre,Palmito,Fiestas de Palmito,,,,pendiente,Generado automáticamente
70670,Sucre,Sampués,Fiestas de Sampués,,,,pendiente,Generado automáticamente
70678,Sucre,San Benito Abad,Fiestas de San Benito Abad,,,,pendiente,Generado automáticamente
70708,Sucre,San Marcos,Fiestas de San Marcos,,,,pendiente,Generado automáticamente
70713,Sucre,San Onofre,Fiestas de San Onofre,,,,pendiente,Generado automáticamente
70717,Sucre,San Pedro,Fiestas de San Pedro,,,,pendiente,Generado automáticamente
70742,Sucre,San Luis de Sincé,Fiestas de San Luis de Sincé,,,,pendiente,Generado automáticamente
70771,Sucre,Sucre,Fiestas de Sucre,,,,pendiente,Generado automáticamente
70820,Sucre,Santiago de Tolú,Fiestas de Santiago de Tolú,,,,pendiente,Generado automáticamente
70823,Sucre,Tolú Viejo,Fiestas de Tolú Viejo,,,,pendiente,Generado automáticamente
73024,Tolima,Alpujarra,Fiestas de Alpujarra,,,,pendiente,Generado automáticamente
73026,Tolima,Alvarado,Fiestas de Alvarado,,,,pendiente,Generado automáticamente
73030,Tolima,Ambalema,Fiestas de Ambalema,,,,pendiente,Generado automáticamente
73043,Tolima,Anzoátegui,Fiestas de Anzoátegui,,,,pendiente,Generado automáticamente
73055,Tolima,Armero,Fiestas de Armero,,,,pendiente,Generado automáticamente
73067,Tolima,Ataco,Fiestas de Ataco,,,,pendiente,Generado automáticamente
73124,Tolima,Cajamarca,Fiestas de Cajamarca,,,,pendiente,Generado automáticamente
73148,Tolima,Carmen de Apicalá,Fiestas de Carmen de Apicalá,,,,pendiente,Generado automáticamente
73152,Tolima,Casabianca,Fiestas de Casabianca,,,,pendiente,Generado automáticamente
73168,Tolima,Chaparral,Fiestas de Chaparral,,,,pendiente,Generado automáticamente
73200,Tolima,Coello,Fiestas de Coello,,,,pendiente,Generado automáticamente
73217,Tolima,Coyaima,Fiestas de Coyaima,,,,pendiente,Generado automáticamente
73226,Tolima,Cunday,Fiestas de Cunday,,,,pendiente,Generado automáticamente
73268,Tolima,Espinal,Fiestas de Espinal,,,,pendiente,Generado automáticamente
73270,Tolima,Falan,Fiestas de Falan,,,,pendiente,Generado automáticamente
73275,Tolima,Flandes,Fiestas de Flandes,,,,pendiente,Generado automáticamente
73283,Tolima,Fresno,Fiestas de Fresno,,,,pendiente,Generado automáticamente
73319,Tolima,Guamo,Fiestas de Guamo,,,,pendiente,Generado automáticamente
73347,Tolima,Herveo,Fiestas de Herveo,,,,pendiente,Generado automáticamente
73349,Tolima,Honda,Fiestas de Honda,,,,pendiente,Generado automáticamente
73352,Tolima,Icononzo,Fiestas de Icononzo,,,,pendiente,Generado automáticamente
73408,Tolima,Lérida,Fiestas de Lérida,,,,pendiente,Generado automáticamente
73411,Tolima,Líbano,Fiestas de Líbano,,,,pendiente,Generado automáticamente
73443,Tolima,Mariquita,Fiestas de Mariquita,,,,pendiente,Generado automáticamente
73449,Tolima,Melgar,Fiestas de Melgar,,,,pendiente,Generado automáticamente
73461,Tolima,Murillo,Fiestas de Murillo,,,,pendiente,Generado automáticamente
73504,Tolima,Ortega,Fiestas de Ortega,,,,pendiente,Generado automáticamente
73520,Tolima,Palocabildo,Fiestas de Palocabildo,,,,pendiente,Generado automáticamente
73547,Tolima,Piedras,Fiestas de Piedras,,,,pendiente,Generado automáticamente
73555,Tolima,Planadas,Fiestas de Planadas,,,,pendiente,Generado automáticamente
73563,Tolima,Prado,Fiestas de Prado,,,,pendiente,Generado automáticamente
73585,Tolima,Purificación,Fiestas de Purificación,,,,pendiente,Generado automáticamente
73616,Tolima,Rioblanco,Fiestas de Rioblanco,,,,pendiente,Generado automáticamente
73622,Tolima,Roncesvalles,Fiestas de Roncesvalles,,,,pendiente,Generado automáticamente
73624,Tolima,Rovira,Fiestas de Rovira,,,,pendiente,Generado automáticamente
73671,Tolima,Saldaña,Fiestas de Saldaña,,,,pendiente,Generado automáticamente
73675,Tolima,San Antonio,Fiestas de San Antonio,,,,pendiente,Generado automáticamente
73678,Tolima,San Luis,Fiestas de San Luis,,,,pendiente,Generado automáticamente
73686,Tolima,Santa Isabel,Fiestas de Santa Isabel,,,,pendiente,Generado automáticamente
73770,Tolima,Suárez,Fiestas de Suárez,,,,pendiente,Generado automáticamente
73861,Tolima,Venadillo,Fiestas de Venadillo,,,,pendiente,Generado automáticamente
73870,Tolima,Villahermosa,Fiestas de Villahermosa,,,,pendiente,Generado automáticamente
73873,Tolima,Villarrica,Fiestas de Villarrica,,,,pendiente,Generado automáticamente
76020,Valle Del Cauca,Alcalá,Fiestas de Alcalá,,,,pendiente,Generado automáticamente
76036,Valle Del Cauca,Andalucía,Fiestas de Andalucía,,,,pendiente,Generado automáticamente
